"hf" "hm" "C" "r" "sf" "sm" "Poly" "eigPoly" "agree"
0.5 0.5 0 0.5 0.0499161654151976 0.2848787070252 0 0 1
0.5 0.5 0 0.5 0.490072167478502 0.98520988621749 0 0 1
0.5 0.5 0 0.5 0.0333345013204962 0.0567663996480405 0 0 1
0.5 0.5 0 0.5 0.153586198342964 0.867055987007916 0 0 1
0.5 0.5 0 0.5 0.749894844833761 2.84980051219463e-05 0 0 1
0.5 0.5 0 0.5 0.0329902989324182 0.422856540419161 0 0 1
0.5 0.5 0 0.5 0.802975282305852 0.0437956778332591 0 0 1
0.5 0.5 0 0.5 0.58625307562761 0.390484797069803 1 1 1
0.5 0.5 0 0.5 0.496840468375012 0.855676650302485 1 1 1
0.5 0.5 0 0.5 0.451922951499 0.166363017866388 0 0 1
0.5 0.5 0 0.5 0.277491677552462 0.308379947673529 1 1 1
0.5 0.5 0 0.5 0.844239134108648 0.770461360458285 1 1 1
0.5 0.5 0 0.5 0.11261777440086 0.549649563385174 0 0 1
0.5 0.5 0 0.5 0.812021726742387 0.247831855202094 0 0 1
0.5 0.5 0 0.5 0.168429314391688 0.447715085698292 0 0 1
0.5 0.5 0 0.5 0.821873200591654 0.957126741996035 1 1 1
0.5 0.5 0 0.5 0.475054600508884 0.314240563195199 0 0 1
0.5 0.5 0 0.5 0.541259428020567 0.54841628856957 1 1 1
0.5 0.5 0 0.5 0.978539831470698 0.759005091851577 1 1 1
0.5 0.5 0 0.5 0.662956319283694 0.937901051715016 1 1 1
0.5 0.5 0 0.5 0.905094429152086 0.281954211415723 0 0 1
0.5 0.5 0 0.5 0.516876312205568 0.615429292200133 1 1 1
0.5 0.5 0 0.5 0.150807986268774 0.835074597736821 0 0 1
0.5 0.5 0 0.5 0.861600304488093 0.959082972956821 1 1 1
0.5 0.5 0 0.5 0.338920447276905 0.840522402897477 0 0 1
0.5 0.5 0 0.5 0.750580587889999 0.460981042124331 1 1 1
0.5 0.5 0 0.5 0.389916363637894 0.710535428952426 0 0 1
0.5 0.5 0 0.5 0.187120861373842 0.600169093813747 0 0 1
0.5 0.5 0 0.5 0.169767272192985 0.331549079157412 0 0 1
0.5 0.5 0 0.5 0.738919975003228 0.09883879031986 0 0 1
0.5 0.5 0 0.5 0.201984715880826 0.432106146356091 0 0 1
0.5 0.5 0 0.5 0.754778570728377 0.965330686653033 1 1 1
0.5 0.5 0 0.5 0.0261736975517124 0.960901441751048 0 0 1
0.5 0.5 0 0.5 0.0644663698039949 0.181997938780114 0 0 1
0.5 0.5 0 0.5 0.553227440919727 0.714423448313028 1 1 1
0.5 0.5 0 0.5 0.818303348962218 0.923232107423246 1 1 1
0.5 0.5 0 0.5 0.578410817775875 0.895074964035302 1 1 1
0.5 0.5 0 0.5 0.193444149568677 0.546865643700585 0 0 1
0.5 0.5 0 0.5 0.26661784038879 0.397151968907565 0 0 1
0.5 0.5 0 0.5 0.593079773476347 0.0380050509702414 0 0 1
0.5 0.5 0 0.5 0.787387571763247 0.404527415754274 0 0 1
0.5 0.5 0 0.5 0.445432567270473 0.00239692139439285 0 0 1
0.5 0.5 0 0.5 0.935753338970244 0.306466354522854 0 0 1
0.5 0.5 0 0.5 0.207885265583172 0.79833079688251 0 0 1
0.5 0.5 0 0.5 0.436036970000714 0.641964605776593 1 1 1
0.5 0.5 0 0.5 0.952615579590201 0.164869338739663 0 0 1
0.5 0.5 0 0.5 0.664461594773456 0.955669528804719 1 1 1
0.5 0.5 0 0.5 0.113264225423336 0.916108978679404 0 0 1
0.5 0.5 0 0.5 0.783880825154483 0.643358523258939 1 1 1
0.5 0.5 0 0.5 0.354931374778971 0.896830712677911 0 0 1
0.5 0.5 0 0.5 0.255124091636389 0.0212107168044895 0 0 1
0.5 0.5 0 0.5 0.34510783222504 0.653220960870385 0 0 1
0.5 0.5 0 0.5 0.394443113356829 0.202901623211801 0 0 1
0.5 0.5 0 0.5 0.239724756916985 0.606613631127402 0 0 1
0.5 0.5 0 0.5 0.87588963075541 0.325022312579677 0 0 1
0.5 0.5 0 0.5 0.963496994227171 0.585967177059501 1 1 1
0.5 0.5 0 0.5 0.484146167291328 0.603931304533035 1 1 1
0.5 0.5 0 0.5 0.271669977344573 0.0809417336713523 0 0 1
0.5 0.5 0 0.5 0.705510138068348 0.327223738422617 0 0 1
0.5 0.5 0 0.5 0.391973160905764 0.252637283178046 0 0 1
0.5 0.5 0 0.5 0.661025448935106 0.062068636296317 0 0 1
0.5 0.5 0 0.5 0.400372314965352 0.119050729088485 0 0 1
0.5 0.5 0 0.5 0.279056006344035 0.360427111154422 1 1 1
0.5 0.5 0 0.5 0.472656541038305 0.109262670390308 0 0 1
0.5 0.5 0 0.5 0.241621711524203 0.00895666610449553 0 0 1
0.5 0.5 0 0.5 0.795079639414325 0.816953441826627 1 1 1
0.5 0.5 0 0.5 0.433326586615294 0.618233403889462 1 1 1
0.5 0.5 0 0.5 0.841221223585308 0.962965891463682 1 1 1
0.5 0.5 0 0.5 0.245863761054352 0.486255971714854 0 0 1
0.5 0.5 0 0.5 0.90373115055263 0.533635314553976 1 1 1
0.5 0.5 0 0.5 0.991016975371167 0.070150698069483 0 0 1
0.5 0.5 0 0.5 0.140302419429645 0.564877153607085 0 0 1
0.5 0.5 0 0.5 0.887658229330555 0.872688507428393 1 1 1
0.5 0.5 0 0.5 0.967997811501846 0.722350144758821 1 1 1
0.5 0.5 0 0.5 0.249556304886937 0.60871542757377 0 0 1
0.5 0.5 0 0.5 0.948758624959737 0.787383257877082 1 1 1
0.5 0.5 0 0.5 0.0310561233200133 0.766443850239739 0 0 1
0.5 0.5 0 0.5 0.817212983965874 0.961090951459482 1 1 1
0.5 0.5 0 0.5 0.929234690032899 0.615405690390617 1 1 1
0.5 0.5 0 0.5 0.216349359834567 0.0649503488093615 0 0 1
0.5 0.5 0 0.5 0.864771307911724 0.446545746875927 0 0 1
0.5 0.5 0 0.5 0.10257541295141 0.410457871155813 0 0 1
0.5 0.5 0 0.5 0.768991900607944 0.394947813590989 0 0 1
0.5 0.5 0 0.5 0.783944401191548 0.268064809963107 0 0 1
0.5 0.5 0 0.5 0.310712879057974 0.488805193686858 0 0 1
0.5 0.5 0 0.5 0.165480922209099 0.72308551822789 0 0 1
0.5 0.5 0 0.5 0.514160731108859 0.789053658489138 1 1 1
0.5 0.5 0 0.5 0.608725779689848 0.12926100473851 0 0 1
0.5 0.5 0 0.5 0.0131662418134511 0.986536175245419 0 0 1
0.5 0.5 0 0.5 0.132782050408423 0.790064847795293 0 0 1
0.5 0.5 0 0.5 0.168453000485897 0.723318693926558 0 0 1
0.5 0.5 0 0.5 0.476471475325525 0.190783394034952 0 0 1
0.5 0.5 0 0.5 0.0343959669116884 0.445774549152702 0 0 1
0.5 0.5 0 0.5 0.880859590368345 0.762965361354873 1 1 1
0.5 0.5 0 0.5 0.318834580946714 0.757848800159991 0 0 1
0.5 0.5 0 0.5 0.682744526769966 0.177924967138097 0 0 1
0.5 0.5 0 0.5 0.945542299421504 0.347022489178926 0 0 1
0.5 0.5 0 0.5 0.13093471317552 0.133937758859247 1 1 1
0.5 0.5 0 0.5 0.849886213662103 0.132312587462366 0 0 1
0.5 0.5 0 0.5 0.546342028072104 0.79255001922138 1 1 1
0.5 0.5 0 0.5 0.416070320177823 0.0789146940223873 0 0 1
0.5 0.5 0 0.5 0.0448746313340962 0.436714126728475 0 0 1
0.5 0.5 0 0.5 0.119020354235545 0.893844664329663 0 0 1
0.5 0.5 0 0.5 0.0361960295122117 0.272455872735009 0 0 1
0.5 0.5 0 0.5 0.724206412676722 0.199002600973472 0 0 1
0.5 0.5 0 0.5 0.901537887286395 0.198792933253571 0 0 1
0.5 0.5 0 0.5 0.230273161781952 0.618924872018397 0 0 1
0.5 0.5 0 0.5 0.491842838935554 0.648993426701054 1 1 1
0.5 0.5 0 0.5 0.579019220778719 0.953843151219189 1 1 1
0.5 0.5 0 0.5 0.353354634251446 0.141567370621487 0 0 1
0.5 0.5 0 0.5 0.474339266307652 0.0612349405419081 0 0 1
0.5 0.5 0 0.5 0.138175161322579 0.124956378946081 1 1 1
0.5 0.5 0 0.5 0.778110543964431 0.447700754506513 1 1 1
0.5 0.5 0 0.5 0.384965328034014 0.253972339909524 0 0 1
0.5 0.5 0 0.5 0.501070801401511 0.363133459817618 1 1 1
0.5 0.5 0 0.5 0.805323027307168 0.811369713861495 1 1 1
0.5 0.5 0 0.5 0.391002770746127 0.484924255171791 1 1 1
0.5 0.5 0 0.5 0.207069968804717 0.56151541415602 0 0 1
0.5 0.5 0 0.5 0.899258063174784 0.847102439263836 1 1 1
0.5 0.5 0 0.5 0.743493031943217 0.713098088279366 1 1 1
0.5 0.5 0 0.5 0.0375772495754063 0.73186471243389 0 0 1
0.5 0.5 0 0.5 0.558671900536865 0.0371855979319662 0 0 1
0.5 0.5 0 0.5 0.518979316810146 0.733918223995715 1 1 1
0.5 0.5 0 0.5 0.0277399886399508 0.309253116138279 0 0 1
0.5 0.5 0 0.5 0.707275092368945 0.0712935742922127 0 0 1
0.5 0.5 0 0.5 0.0425621219910681 0.510948644485325 0 0 1
0.5 0.5 0 0.5 0.0115750471595675 0.0581164776813239 0 0 1
0.5 0.5 0 0.5 0.910315161105245 0.870341403642669 1 1 1
0.5 0.5 0 0.5 0.502520019887015 0.102910547284409 0 0 1
0.5 0.5 0 0.5 0.727254558820277 0.256305697606876 0 0 1
0.5 0.5 0 0.5 0.233426705934107 0.467474884819239 0 0 1
0.5 0.5 0 0.5 0.371713778702542 0.0333311099093407 0 0 1
0.5 0.5 0 0.5 0.512134744785726 0.473503157962114 1 1 1
0.5 0.5 0 0.5 0.951635682024062 0.922388120321557 1 1 1
0.5 0.5 0 0.5 0.687919102841988 0.180903187254444 0 0 1
0.5 0.5 0 0.5 0.819187216926366 0.374892332125455 0 0 1
0.5 0.5 0 0.5 0.735196454450488 0.236754655139521 0 0 1
0.5 0.5 0 0.5 0.984842226607725 0.512860618298873 1 1 1
0.5 0.5 0 0.5 0.818485535914078 0.72915946575813 1 1 1
0.5 0.5 0 0.5 0.170728616183624 0.624517079908401 0 0 1
0.5 0.5 0 0.5 0.93942350638099 0.249284561024979 0 0 1
0.5 0.5 0 0.5 0.351916078012437 0.361042719101533 1 1 1
0.5 0.5 0 0.5 0.0478576919995248 0.377367921872064 0 0 1
0.5 0.5 0 0.5 0.987619231455028 0.0562526173889637 0 0 1
0.5 0.5 0 0.5 0.556157091399655 0.925892010796815 1 1 1
0.5 0.5 0 0.5 0.0797181145753711 0.300078222062439 0 0 1
0.5 0.5 0 0.5 0.204206896247342 0.759065238758922 0 0 1
0.5 0.5 0 0.5 0.479034539079294 0.506981633370742 1 1 1
0.5 0.5 0 0.5 0.137981677427888 0.736471132142469 0 0 1
