"hf" "hm" "C" "r" "sf" "sm" "Poly" "eigPoly" "agree"
0.5 0.5 0 0.5 0.939791740849614 0.456481582252309 0 0 1
0.5 0.5 0 0.5 0.626173024997115 0.786080366233364 1 1 1
0.5 0.5 0 0.5 0.587176197906956 0.58493162621744 0 0 1
0.5 0.5 0 0.5 0.0882345361169428 0.249143923865631 0 0 1
0.5 0.5 0 0.5 0.438299744855613 0.844287641579285 1 1 1
0.5 0.5 0 0.5 0.931574893184006 0.243158040102571 0 0 1
0.5 0.5 0 0.5 0.661816550418735 0.382142072776332 0 0 1
0.5 0.5 0 0.5 0.36143763596192 0.888592247152701 1 1 1
0.5 0.5 0 0.5 0.198410238837823 0.218896382022649 0 0 1
0.5 0.5 0 0.5 0.688066968694329 0.304230096749961 0 0 1
0.5 0.5 0 0.5 0.876643770141527 0.963613053783774 1 1 1
0.5 0.5 0 0.5 0.0670080813579261 0.636102811666206 0 0 1
0.5 0.5 0 0.5 0.104739766102284 0.159304605564103 0 0 1
0.5 0.5 0 0.5 0.534901177044958 0.452336522052065 0 0 1
0.5 0.5 0 0.5 0.144441277952865 0.684005547082052 1 1 1
0.5 0.5 0 0.5 0.589696129318327 0.69217874808237 0 1 0
0.5 0.5 0 0.5 0.589766124729067 0.0280993096530437 0 0 1
0.5 0.5 0 0.5 0.609443775610998 0.187175789615139 0 0 1
0.5 0.5 0 0.5 0.448745497502387 0.63272844417952 0 0 1
0.5 0.5 0 0.5 0.576801346382126 0.339703182922676 0 0 1
0.5 0.5 0 0.5 0.090724325273186 0.839353354182094 0 0 1
0.5 0.5 0 0.5 0.523170336149633 0.530087271006778 0 0 1
0.5 0.5 0 0.5 0.61038059159182 0.761505333008245 0 1 0
0.5 0.5 0 0.5 0.738539790036157 0.946701267035678 1 1 1
0.5 0.5 0 0.5 0.0741408856119961 0.82550682220608 0 0 1
0.5 0.5 0 0.5 0.938578502740711 0.757377658737823 0 1 0
0.5 0.5 0 0.5 0.564714240375906 0.982587840175256 1 1 1
0.5 0.5 0 0.5 0.0239106726367027 0.510480809025466 0 0 1
0.5 0.5 0 0.5 0.345291394740343 0.647300536511466 0 0 1
0.5 0.5 0 0.5 0.667278873268515 0.485226799035445 0 0 1
0.5 0.5 0 0.5 0.257457335246727 0.041071638232097 0 0 1
0.5 0.5 0 0.5 0.341469490667805 0.816491489065811 1 1 1
0.5 0.5 0 0.5 0.149609513347968 0.458075301721692 0 0 1
0.5 0.5 0 0.5 0.531862591626123 0.00616471050307155 0 0 1
0.5 0.5 0 0.5 0.336991408374161 0.803982223384082 1 1 1
0.5 0.5 0 0.5 0.800092687597498 0.379911188501865 0 0 1
0.5 0.5 0 0.5 0.372836030088365 0.871326021384448 1 1 1
0.5 0.5 0 0.5 0.076810555299744 0.004304229747504 0 0 1
0.5 0.5 0 0.5 0.420929967425764 0.686976571101695 0 1 0
0.5 0.5 0 0.5 0.648250079946592 0.431622598087415 0 0 1
0.5 0.5 0 0.5 0.167767650680616 0.069152485113591 0 0 1
0.5 0.5 0 0.5 0.293501417851076 0.0824057806748897 0 0 1
0.5 0.5 0 0.5 0.851910218596458 0.377160439500585 0 0 1
0.5 0.5 0 0.5 0.0401628632098436 0.500550661701709 0 0 1
0.5 0.5 0 0.5 0.628991242963821 0.627935407217592 0 0 1
0.5 0.5 0 0.5 0.201422209618613 0.32760874228552 0 0 1
0.5 0.5 0 0.5 0.254769802791998 0.624782063066959 0 0 1
0.5 0.5 0 0.5 0.446353934938088 0.0723185890819877 0 0 1
0.5 0.5 0 0.5 0.144326093606651 0.577877667499706 1 1 1
0.5 0.5 0 0.5 0.680527344113216 0.375773702049628 0 0 1
0.5 0.5 0 0.5 0.22663023788482 0.140174745349213 0 0 1
0.5 0.5 0 0.5 0.398735554423183 0.27332479506731 0 0 1
0.5 0.5 0 0.5 0.629811379360035 0.78657557698898 1 1 1
0.5 0.5 0 0.5 0.427646189462394 0.898478618822992 1 1 1
0.5 0.5 0 0.5 0.291186439804733 0.6151100511197 0 0 1
0.5 0.5 0 0.5 0.664879738586023 0.0346723468974233 0 0 1
0.5 0.5 0 0.5 0.409841043176129 0.427944428054616 0 0 1
0.5 0.5 0 0.5 0.95323594333604 0.870004425058141 1 1 1
0.5 0.5 0 0.5 0.423977323109284 0.581059366231784 0 0 1
0.5 0.5 0 0.5 0.747939875116572 0.0505742863751948 0 0 1
0.5 0.5 0 0.5 0.20513222948648 0.223564204527065 0 0 1
