"hf" "hm" "C" "r" "sf" "sm" "Poly" "eigPoly" "agree"
0.5 0.5 0 0.5 0.0684234821237624 0.539993832120672 0 0 1
0.5 0.5 0 0.5 0.318479376845062 0.91360002825968 0 0 1
0.5 0.5 0 0.5 0.253880097297952 0.162060773698613 0 0 1
0.5 0.5 0 0.5 0.117485715774819 0.515198707347736 0 0 1
0.5 0.5 0 0.5 0.481705638114363 0.845235196640715 1 1 1
0.5 0.5 0 0.5 0.677367015043274 0.404205645201728 1 1 1
0.5 0.5 0 0.5 0.0131325905676931 0.85499722068198 0 0 1
0.5 0.5 0 0.5 0.111833282513544 0.501498295925558 0 0 1
0.5 0.5 0 0.5 0.424155659740791 0.777540915412828 0 0 1
0.5 0.5 0 0.5 0.39799299207516 0.888762872200459 0 0 1
0.5 0.5 0 0.5 0.0684234821237624 0.539993832120672 0 0 1
0.5 0.5 0 0.5 0.318479376845062 0.91360002825968 0 0 1
0.5 0.5 0 0.5 0.253880097297952 0.162060773698613 0 0 1
0.5 0.5 0 0.5 0.117485715774819 0.515198707347736 0 0 1
0.5 0.5 0 0.5 0.481705638114363 0.845235196640715 1 1 1
0.5 0.5 0 0.5 0.677367015043274 0.404205645201728 1 1 1
0.5 0.5 0 0.5 0.0131325905676931 0.85499722068198 0 0 1
0.5 0.5 0 0.5 0.111833282513544 0.501498295925558 0 0 1
0.5 0.5 0 0.5 0.424155659740791 0.777540915412828 0 0 1
0.5 0.5 0 0.5 0.39799299207516 0.888762872200459 0 0 1
0.5 0.5 0 0.2 0.0684234821237624 0.539993832120672 0 0 1
0.5 0.5 0 0.2 0.318479376845062 0.91360002825968 0 0 1
0.5 0.5 0 0.2 0.253880097297952 0.162060773698613 0 0 1
0.5 0.5 0 0.2 0.117485715774819 0.515198707347736 0 0 1
0.5 0.5 0 0.2 0.481705638114363 0.845235196640715 1 1 1
0.5 0.5 0 0.2 0.677367015043274 0.404205645201728 1 1 1
0.5 0.5 0 0.2 0.0131325905676931 0.85499722068198 0 0 1
0.5 0.5 0 0.2 0.111833282513544 0.501498295925558 0 0 1
0.5 0.5 0 0.2 0.424155659740791 0.777540915412828 1 1 1
0.5 0.5 0 0.2 0.39799299207516 0.888762872200459 0 0 1
0.5 0.5 0 0.2 0.0684234821237624 0.539993832120672 0 0 1
0.5 0.5 0 0.2 0.318479376845062 0.91360002825968 0 0 1
0.5 0.5 0 0.2 0.253880097297952 0.162060773698613 0 0 1
0.5 0.5 0 0.2 0.117485715774819 0.515198707347736 0 0 1
0.5 0.5 0 0.2 0.481705638114363 0.845235196640715 1 1 1
0.5 0.5 0 0.2 0.677367015043274 0.404205645201728 1 1 1
0.5 0.5 0 0.2 0.0131325905676931 0.85499722068198 0 0 1
0.5 0.5 0 0.2 0.111833282513544 0.501498295925558 0 0 1
0.5 0.5 0 0.2 0.424155659740791 0.777540915412828 1 1 1
0.5 0.5 0 0.2 0.39799299207516 0.888762872200459 1 1 1
0.5 0.5 0 0.1 0.0684234821237624 0.539993832120672 0 0 1
0.5 0.5 0 0.1 0.318479376845062 0.91360002825968 0 0 1
0.5 0.5 0 0.1 0.253880097297952 0.162060773698613 0 0 1
0.5 0.5 0 0.1 0.117485715774819 0.515198707347736 0 0 1
0.5 0.5 0 0.1 0.481705638114363 0.845235196640715 1 1 1
0.5 0.5 0 0.1 0.677367015043274 0.404205645201728 1 1 1
0.5 0.5 0 0.1 0.0131325905676931 0.85499722068198 0 0 1
0.5 0.5 0 0.1 0.111833282513544 0.501498295925558 0 0 1
0.5 0.5 0 0.1 0.424155659740791 0.777540915412828 0 0 1
0.5 0.5 0 0.1 0.39799299207516 0.888762872200459 0 0 1
0.5 0.5 0 0.1 0.0684234821237624 0.539993832120672 0 0 1
0.5 0.5 0 0.1 0.318479376845062 0.91360002825968 0 0 1
0.5 0.5 0 0.1 0.253880097297952 0.162060773698613 0 0 1
0.5 0.5 0 0.1 0.117485715774819 0.515198707347736 0 0 1
0.5 0.5 0 0.1 0.481705638114363 0.845235196640715 1 1 1
0.5 0.5 0 0.1 0.677367015043274 0.404205645201728 1 1 1
0.5 0.5 0 0.1 0.0131325905676931 0.85499722068198 0 0 1
0.5 0.5 0 0.1 0.111833282513544 0.501498295925558 0 0 1
0.5 0.5 0 0.1 0.424155659740791 0.777540915412828 0 0 1
0.5 0.5 0 0.1 0.39799299207516 0.888762872200459 0 0 1
0.5 0.5 0 0 0.0684234821237624 0.539993832120672 0 0 1
