"hf" "hm" "C" "r" "sf" "sm" "Poly" "eigPoly" "agree"
0.5 0.5 0 0.5 0.417052332544699 0.974015980958939 1 1 1
0.5 0.5 0 0.5 0.0775869789067656 0.398907938739285 1 1 1
0.5 0.5 0 0.5 0.863116409862414 0.750535622471943 1 1 1
0.5 0.5 0 0.5 0.412551425863057 0.290685365907848 0 0 1
0.5 0.5 0 0.5 0.979854267090559 0.647946413373575 1 1 1
0.5 0.5 0 0.5 0.374722021166235 0.503166244365275 1 1 1
0.5 0.5 0 0.5 0.551023628097028 0.0637925353366882 0 0 1
0.5 0.5 0 0.5 0.179110772674903 0.892972197150812 1 1 1
0.5 0.5 0 0.5 0.72925883741118 0.327127987984568 0 0 1
0.5 0.5 0 0.5 0.142796572530642 0.487144797807559 1 1 1
0.5 0.5 0 0.5 0.211958141066134 0.364054466132075 1 1 1
0.5 0.5 0 0.5 0.979450066573918 0.884133673505858 1 1 1
0.5 0.5 0 0.5 0.599456444149837 0.967541761696339 1 1 1
0.5 0.5 0 0.5 0.998608898371458 0.663993578171358 1 1 1
0.5 0.5 0 0.5 0.0631179697811604 0.810984092764556 0 0 1
0.5 0.5 0 0.5 0.507236430887133 0.824031027499586 1 1 1
0.5 0.5 0 0.5 0.14514559879899 0.666688137687743 1 1 1
0.5 0.5 0 0.5 0.354549475945532 0.56176948081702 1 1 1
0.5 0.5 0 0.5 0.12654848350212 0.169349994510412 1 0 0
0.5 0.5 0 0.5 0.521666404791176 0.941342289792374 1 1 1
0.5 0.5 0 0.5 0.868216817267239 0.526423927629367 0 0 1
0.5 0.5 0 0.5 0.72975412523374 0.95089722936973 1 1 1
0.5 0.5 0 0.5 0.569862551055849 0.583208750933409 1 1 1
0.5 0.5 0 0.5 0.518717150436714 0.0451039439067245 0 0 1
0.5 0.5 0 0.5 0.654614108614624 0.32191386888735 0 0 1
0.5 0.5 0 0.5 0.0287680921610445 0.907216155668721 0 0 1
0.5 0.5 0 0.5 0.177340437890962 0.253644019598141 1 1 1
0.5 0.5 0 0.5 0.0936247466597706 0.600227593909949 0 0 1
0.5 0.5 0 0.5 0.405514584621415 0.987180476309732 1 1 1
0.5 0.5 0 0.5 0.603260084986687 0.827958595473319 1 1 1
0.5 0.5 0 0.5 0.748864460736513 0.991254630265757 1 1 1
0.5 0.5 0 0.5 0.532287787413225 0.496375097893178 1 1 1
0.5 0.5 0 0.5 0.403934389352798 0.752804376650602 1 1 1
0.5 0.5 0 0.5 0.979980211472139 0.794413978466764 1 1 1
0.5 0.5 0 0.5 0.559801213443279 0.302422248758376 0 0 1
0.5 0.5 0 0.5 0.695915922522545 0.509230882395059 1 0 0
0.5 0.5 0 0.5 0.562807990470901 0.929339104797691 1 1 1
0.5 0.5 0 0.5 0.286966445622966 0.99933466501534 1 1 1
0.5 0.5 0 0.5 0.566772831371054 0.873676122864708 1 1 1
0.5 0.5 0 0.5 0.371673454064876 0.378501097438857 1 0 0
0.5 0.5 0 0.5 0.0901493604760617 0.674933913396671 0 0 1
0.5 0.5 0 0.5 0.280408411752433 0.749674218241125 1 1 1
0.5 0.5 0 0.5 0.828784614801407 0.45515817287378 0 0 1
0.5 0.5 0 0.5 0.798220404190943 0.480181639781222 0 0 1
0.5 0.5 0 0.5 0.798018208704889 0.758842158596963 1 1 1
0.5 0.5 0 0.5 0.205205442151055 0.0367229129187763 0 0 1
0.5 0.5 0 0.5 0.205864719115198 0.653627000981942 1 1 1
0.5 0.5 0 0.5 0.743118854006752 0.765309978276491 1 1 1
0.5 0.5 0 0.5 0.0639853058382869 0.379016506951302 0 0 1
0.5 0.5 0 0.5 0.263954931171611 0.779975599143654 1 1 1
0.5 0.5 0 0.5 0.378213816555217 0.445223466027528 1 1 1
0.5 0.5 0 0.5 0.379859692184255 0.89371644333005 1 1 1
0.5 0.5 0 0.5 0.209355546860024 0.888641078956425 1 1 1
0.5 0.5 0 0.5 0.654585963115096 0.229453014442697 0 0 1
0.5 0.5 0 0.5 0.854124038247392 0.348917955067009 0 0 1
0.5 0.5 0 0.5 0.00716806016862392 0.645130838034675 0 0 1
0.5 0.5 0 0.5 0.345213569700718 0.695855571189895 1 1 1
0.5 0.5 0 0.5 0.944314579246566 0.881637907819822 1 1 1
0.5 0.5 0 0.5 0.455733836861327 0.562251264229417 1 1 1
0.5 0.5 0 0.5 0.870703360531479 0.505246816435829 0 0 1
0.5 0.5 0 0.5 0.681772826006636 0.590216241078451 1 1 1
0.5 0.5 0 0.5 0.235715051647276 0.109884570119902 0 0 1
0.5 0.5 0 0.5 0.292143799364567 0.37575450912118 1 1 1
0.5 0.5 0 0.5 0.130575227783993 0.539117609383538 1 1 1
0.5 0.5 0 0.5 0.795243050437421 0.201529159676284 0 0 1
0.5 0.5 0 0.5 0.351608199300244 0.0384294115938246 0 0 1
0.5 0.5 0 0.5 0.34604576556012 0.372914993902668 1 0 0
0.5 0.5 0 0.5 0.942001471295953 0.192239596508443 0 0 1
0.5 0.5 0 0.5 0.0297886019106954 0.542103452142328 0 0 1
0.5 0.5 0 0.5 0.54697422333993 0.160471002338454 0 0 1
0.5 0.5 0 0.5 0.402407409856096 0.749633453553542 1 1 1
0.5 0.5 0 0.5 0.53207447566092 0.392023198306561 0 0 1
0.5 0.5 0 0.5 0.717844626866281 0.858352832263336 1 1 1
0.5 0.5 0 0.5 0.765345134073868 0.12520411144942 0 0 1
0.5 0.5 0 0.5 0.560325919883326 0.698806426720694 1 1 1
0.5 0.5 0 0.5 0.00119129894301295 0.353800622047856 0 0 1
0.5 0.5 0 0.5 0.790685167303309 0.574670161120594 1 0 0
0.5 0.5 0 0.5 0.474149921676144 0.609780243597925 1 1 1
0.5 0.5 0 0.5 0.63219851651229 0.716029852395877 1 1 1
0.5 0.5 0 0.5 0.424049862660468 0.184324564412236 0 0 1
0.5 0.5 0 0.5 0.0948745040223002 0.941570052644238 0 0 1
0.5 0.5 0 0.5 0.407854491146281 0.302078312728554 0 0 1
0.5 0.5 0 0.5 0.0123090178240091 0.400889470009133 0 0 1
0.5 0.5 0 0.5 0.770350851817057 0.98372221342288 1 1 1
0.5 0.5 0 0.5 0.931073016952723 0.770394606748596 1 1 1
0.5 0.5 0 0.5 0.77132642455399 0.111773236887529 0 0 1
0.5 0.5 0 0.5 0.144948531407863 0.521618891274557 1 1 1
0.5 0.5 0 0.5 0.310959002934396 0.536374526098371 1 1 1
0.5 0.5 0 0.5 0.837370013585314 0.0481613771989942 0 0 1
0.5 0.5 0 0.5 0.615693290252239 0.143568226834759 0 0 1
0.5 0.5 0 0.5 0.784333332441747 0.571890529245138 1 0 0
0.5 0.5 0 0.5 0.547767456388101 0.487981396727264 1 0 0
0.5 0.5 0 0.5 0.853521342622116 0.517708636354655 0 0 1
0.5 0.5 0 0.5 0.635235408088192 0.267830259399489 0 0 1
0.5 0.5 0 0.5 0.670317238895223 0.0519383365754038 0 0 1
0.5 0.5 0 0.5 0.668147659627721 0.0816046388354152 0 0 1
