"hf" "hm" "C" "r" "sf" "sm" "Poly" "eigPoly" "agree"
0.5 0.5 0 0.5 0.420921993209049 0.444360204739496 1 1 1
0.5 0.5 0 0.5 0.447413439629599 0.358811303740367 1 0 0
0.5 0.5 0 0.5 0.195572042837739 0.916992140235379 0 0 1
0.5 0.5 0 0.5 0.0264873658306897 0.845210503321141 0 0 1
0.5 0.5 0 0.5 0.226213933201507 0.5625226481352 0 0 1
0.5 0.5 0 0.5 0.929226955398917 0.652423108927906 1 1 1
0.5 0.5 0 0.5 0.50702544557862 0.347849250072613 1 0 0
0.5 0.5 0 0.5 0.161029511364177 0.739687262801453 0 0 1
0.5 0.5 0 0.5 0.487148461630568 0.738395894411951 1 1 1
0.5 0.5 0 0.5 0.697654605610296 0.794547670753673 1 1 1
0.5 0.5 0 0.5 0.341527314158157 0.519653246738017 1 1 1
0.5 0.5 0 0.5 0.269124728161842 0.928710232954472 0 0 1
0.5 0.5 0 0.5 0.395707421703264 0.657653593225405 1 1 1
0.5 0.5 0 0.5 0.840494695585221 0.837316571269184 1 1 1
0.5 0.5 0 0.5 0.650858451845124 0.866054689045995 1 1 1
0.5 0.5 0 0.5 0.860705511877313 0.218574073631316 0 0 1
0.5 0.5 0 0.5 0.0445331938099116 0.364220818504691 0 0 1
0.5 0.5 0 0.5 0.020186418434605 0.289026797283441 0 0 1
0.5 0.5 0 0.5 0.839854409918189 0.621425531804562 1 1 1
0.5 0.5 0 0.5 0.276685499353334 0.87154840817675 0 0 1
0.5 0.5 0 0.5 0.929847833001986 0.558113125851378 1 0 0
0.5 0.5 0 0.5 0.945887620095164 0.883458021562546 1 1 1
0.5 0.5 0 0.5 0.940231869695708 0.875030026771128 1 1 1
0.5 0.5 0 0.5 0.650601336499676 0.53089185198769 1 1 1
0.5 0.5 0 0.5 0.601790957385674 0.72651139786467 1 1 1
0.5 0.5 0 0.5 0.670084392186254 0.979859810089692 1 1 1
0.5 0.5 0 0.5 0.578586016083136 0.1674188983161 0 0 1
0.5 0.5 0 0.5 0.806557244388387 0.619414050132036 1 1 1
0.5 0.5 0 0.5 0.514627877157182 0.379635863937438 1 0 0
0.5 0.5 0 0.5 0.700776250334457 0.460657087853178 1 0 0
0.5 0.5 0 0.5 0.9754184554331 0.872735051205382 1 1 1
0.5 0.5 0 0.5 0.240139811765403 0.167559277033433 0 0 1
0.5 0.5 0 0.5 0.74669510149397 0.84671048913151 1 1 1
0.5 0.5 0 0.5 0.104656566632912 0.997968806652352 0 0 1
0.5 0.5 0 0.5 0.939841808285564 0.962471694219857 1 1 1
0.5 0.5 0 0.5 0.494134248234332 0.82619620161131 1 1 1
0.5 0.5 0 0.5 0.487186457496136 0.921451813075691 1 1 1
0.5 0.5 0 0.5 0.993488884763792 0.0632206243462861 0 0 1
0.5 0.5 0 0.5 0.194542843848467 0.821474545635283 0 0 1
0.5 0.5 0 0.5 0.595170116052032 0.090550369117409 0 0 1
0.5 0.5 0 0.5 0.169355678604916 0.644455491099507 0 0 1
0.5 0.5 0 0.5 0.0910691735334694 0.689941174350679 0 0 1
0.5 0.5 0 0.5 0.227728108176962 0.299695059889928 1 1 1
0.5 0.5 0 0.5 0.085535352351144 0.947419903241098 0 0 1
0.5 0.5 0 0.5 0.694922763155773 0.709588757017627 1 1 1
0.5 0.5 0 0.5 0.986202364554629 0.0652819501701742 0 0 1
0.5 0.5 0 0.5 0.513598886784166 0.043941737851128 0 0 1
0.5 0.5 0 0.5 0.440186376683414 0.498916141921654 1 1 1
0.5 0.5 0 0.5 0.793558771489188 0.493367141112685 1 0 0
0.5 0.5 0 0.5 0.486334796529263 0.30555088724941 0 0 1
0.5 0.5 0 0.5 0.718451576540247 0.512505774153396 1 0 0
