"hf" "hm" "C" "r" "PrP" "rPrP"
0.25 0.25 0.1 0 0.73991 0.04799
0.25 0.25 0.1 0.01 0.72785 0.03418
0.25 0.25 0.1 0.02 0.72025 0.02507
0.25 0.25 0.1 0.03 0.71115 0.01746
0.25 0.25 0.1 0.04 0.70402 0.01163
0.25 0.25 0.1 0.05 0.69798 0.00775
0.25 0.25 0.1 0.06 0.69775 0.00475
0.25 0.25 0.1 0.07 0.69401 0.00318
0.25 0.25 0.1 0.08 0.69184 0.00146
0.25 0.25 0.1 0.09 0.69184 0.00076
0.25 0.25 0.1 0.1 0.69315 0.00014
0.25 0.25 0.1 0.11 0.693 0
0.25 0.25 0.1 0.12 0.69394 0
0.25 0.25 0.1 0.13 0.69257 0
0.25 0.25 0.1 0.14 0.69474 0
0.25 0.25 0.1 0.15 0.69109 0
0.25 0.25 0.1 0.16 0.69115 0
0.25 0.25 0.1 0.17 0.69348 0
0.25 0.25 0.1 0.18 0.69212 0
0.25 0.25 0.1 0.19 0.69094 0
0.25 0.25 0.1 0.2 0.69183 0
0.25 0.25 0.1 0.21 0.69033 0
0.25 0.25 0.1 0.22 0.69477 0
0.25 0.25 0.1 0.23 0.69399 0
0.25 0.25 0.1 0.24 0.69285 0
0.25 0.25 0.1 0.25 0.69318 0
0.25 0.25 0.1 0.26 0.69158 0
0.25 0.25 0.1 0.27 0.69455 0
0.25 0.25 0.1 0.28 0.69345 0
0.25 0.25 0.1 0.29 0.69175 0
0.25 0.25 0.1 0.3 0.69331 0
0.25 0.25 0.1 0.31 0.69369 0
0.25 0.25 0.1 0.32 0.69085 0
0.25 0.25 0.1 0.33 0.69414 0
0.25 0.25 0.1 0.34 0.69088 0
0.25 0.25 0.1 0.35 0.69199 0
0.25 0.25 0.1 0.36 0.6956 0
0.25 0.25 0.1 0.37 0.69108 0
0.25 0.25 0.1 0.38 0.69026 0
0.25 0.25 0.1 0.39 0.69608 0
0.25 0.25 0.1 0.4 0.69149 0
0.25 0.25 0.1 0.41 0.69348 0
0.25 0.25 0.1 0.42 0.69135 0
0.25 0.25 0.1 0.43 0.69287 0
0.25 0.25 0.1 0.44 0.69165 0
0.25 0.25 0.1 0.45 0.69287 0
0.25 0.25 0.1 0.46 0.69557 0
0.25 0.25 0.1 0.47 0.69293 0
0.25 0.25 0.1 0.48 0.69256 0
0.25 0.25 0.1 0.49 0.69425 0
0.25 0.25 0.1 0.5 0.68924 0
