"hf" "hm" "C" "r" "PrP" "rPrP"
0.25 0.25 0.7 0 0.56679 0.23168
0.25 0.25 0.7 0.01 0.55699 0.22432
0.25 0.25 0.7 0.02 0.55009 0.21511
0.25 0.25 0.7 0.03 0.54591 0.21185
0.25 0.25 0.7 0.04 0.53938 0.20584
0.25 0.25 0.7 0.05 0.53442 0.20093
0.25 0.25 0.7 0.06 0.52994 0.19705
0.25 0.25 0.7 0.07 0.52947 0.19487
0.25 0.25 0.7 0.08 0.52294 0.18917
0.25 0.25 0.7 0.09 0.52165 0.18796
0.25 0.25 0.7 0.1 0.51981 0.18656
0.25 0.25 0.7 0.11 0.51787 0.18479
0.25 0.25 0.7 0.12 0.51302 0.18047
0.25 0.25 0.7 0.13 0.51531 0.18064
0.25 0.25 0.7 0.14 0.50968 0.17723
0.25 0.25 0.7 0.15 0.50829 0.17585
0.25 0.25 0.7 0.16 0.5034 0.1711
0.25 0.25 0.7 0.17 0.50289 0.16966
0.25 0.25 0.7 0.18 0.50233 0.16888
0.25 0.25 0.7 0.19 0.50281 0.16805
0.25 0.25 0.7 0.2 0.49603 0.1635
0.25 0.25 0.7 0.21 0.49347 0.16261
0.25 0.25 0.7 0.22 0.49491 0.16145
0.25 0.25 0.7 0.23 0.49377 0.15859
0.25 0.25 0.7 0.24 0.49052 0.15757
0.25 0.25 0.7 0.25 0.48739 0.15578
0.25 0.25 0.7 0.26 0.48772 0.15379
0.25 0.25 0.7 0.27 0.48652 0.15465
0.25 0.25 0.7 0.28 0.48402 0.15114
0.25 0.25 0.7 0.29 0.48135 0.1491
0.25 0.25 0.7 0.3 0.48082 0.14757
0.25 0.25 0.7 0.31 0.48057 0.1469
0.25 0.25 0.7 0.32 0.47662 0.14418
0.25 0.25 0.7 0.33 0.47773 0.14432
0.25 0.25 0.7 0.34 0.47485 0.14342
0.25 0.25 0.7 0.35 0.47253 0.14144
0.25 0.25 0.7 0.36 0.471 0.13708
0.25 0.25 0.7 0.37 0.4692 0.1376
0.25 0.25 0.7 0.38 0.46877 0.1367
0.25 0.25 0.7 0.39 0.46781 0.1343
0.25 0.25 0.7 0.4 0.46653 0.13137
0.25 0.25 0.7 0.41 0.46836 0.13213
0.25 0.25 0.7 0.42 0.46553 0.1318
0.25 0.25 0.7 0.43 0.46341 0.12953
0.25 0.25 0.7 0.44 0.45994 0.12846
0.25 0.25 0.7 0.45 0.45922 0.12601
0.25 0.25 0.7 0.46 0.46126 0.1273
0.25 0.25 0.7 0.47 0.46094 0.12395
0.25 0.25 0.7 0.48 0.45481 0.12197
0.25 0.25 0.7 0.49 0.45428 0.12158
0.25 0.25 0.7 0.5 0.45927 0.12221
