"hf" "hm" "C" "r" "PrP" "rPrP"
0.5 0.5 0.5 0 0.5178 0.18925
0.5 0.5 0.5 0.01 0.5019 0.17942
0.5 0.5 0.5 0.02 0.4939 0.16887
0.5 0.5 0.5 0.03 0.48664 0.16076
0.5 0.5 0.5 0.04 0.47936 0.15501
0.5 0.5 0.5 0.05 0.47454 0.14999
0.5 0.5 0.5 0.06 0.47084 0.14446
0.5 0.5 0.5 0.07 0.46559 0.13949
0.5 0.5 0.5 0.08 0.45963 0.13383
0.5 0.5 0.5 0.09 0.45766 0.13188
0.5 0.5 0.5 0.1 0.45138 0.12387
0.5 0.5 0.5 0.11 0.44745 0.12133
0.5 0.5 0.5 0.12 0.44382 0.12091
0.5 0.5 0.5 0.13 0.44175 0.11843
0.5 0.5 0.5 0.14 0.43897 0.11381
0.5 0.5 0.5 0.15 0.43802 0.11322
0.5 0.5 0.5 0.16 0.436 0.10863
0.5 0.5 0.5 0.17 0.43327 0.10984
0.5 0.5 0.5 0.18 0.43088 0.10593
0.5 0.5 0.5 0.19 0.4305 0.10489
0.5 0.5 0.5 0.2 0.42508 0.10161
0.5 0.5 0.5 0.21 0.429 0.10109
0.5 0.5 0.5 0.22 0.42583 0.09887
0.5 0.5 0.5 0.23 0.42266 0.0968
0.5 0.5 0.5 0.24 0.42192 0.09623
0.5 0.5 0.5 0.25 0.42118 0.09366
0.5 0.5 0.5 0.26 0.41739 0.09377
0.5 0.5 0.5 0.27 0.41672 0.09119
0.5 0.5 0.5 0.28 0.41654 0.08868
0.5 0.5 0.5 0.29 0.41516 0.08859
0.5 0.5 0.5 0.3 0.41525 0.08791
0.5 0.5 0.5 0.31 0.41373 0.08618
0.5 0.5 0.5 0.32 0.40884 0.08396
0.5 0.5 0.5 0.33 0.40742 0.08209
0.5 0.5 0.5 0.34 0.40632 0.08194
0.5 0.5 0.5 0.35 0.40721 0.08121
0.5 0.5 0.5 0.36 0.40428 0.07901
0.5 0.5 0.5 0.37 0.40266 0.07929
0.5 0.5 0.5 0.38 0.40147 0.07608
0.5 0.5 0.5 0.39 0.39699 0.07564
0.5 0.5 0.5 0.4 0.39986 0.07402
0.5 0.5 0.5 0.41 0.39707 0.07246
0.5 0.5 0.5 0.42 0.39645 0.07156
0.5 0.5 0.5 0.43 0.39398 0.07017
0.5 0.5 0.5 0.44 0.39443 0.06836
0.5 0.5 0.5 0.45 0.3921 0.06864
0.5 0.5 0.5 0.46 0.39415 0.06721
0.5 0.5 0.5 0.47 0.39112 0.06564
0.5 0.5 0.5 0.48 0.38865 0.06512
0.5 0.5 0.5 0.49 0.39108 0.0646
0.5 0.5 0.5 0.5 0.38927 0.06367
