"hf" "hm" "C" "r" "PrP" "rPrP"
0.5 0.5 0.7 0 0.51169 0.25658
0.5 0.5 0.7 0.01 0.50047 0.24584
0.5 0.5 0.7 0.02 0.4969 0.23954
0.5 0.5 0.7 0.03 0.49095 0.23816
0.5 0.5 0.7 0.04 0.48795 0.23162
0.5 0.5 0.7 0.05 0.4852 0.22793
0.5 0.5 0.7 0.06 0.47975 0.22386
0.5 0.5 0.7 0.07 0.47552 0.22015
0.5 0.5 0.7 0.08 0.47111 0.21687
0.5 0.5 0.7 0.09 0.4684 0.21345
0.5 0.5 0.7 0.1 0.46729 0.21034
0.5 0.5 0.7 0.11 0.46693 0.20874
0.5 0.5 0.7 0.12 0.46245 0.20623
0.5 0.5 0.7 0.13 0.46118 0.20507
0.5 0.5 0.7 0.14 0.45776 0.20294
0.5 0.5 0.7 0.15 0.45757 0.20096
0.5 0.5 0.7 0.16 0.45667 0.20054
0.5 0.5 0.7 0.17 0.45419 0.19847
0.5 0.5 0.7 0.18 0.45388 0.1957
0.5 0.5 0.7 0.19 0.45241 0.19489
0.5 0.5 0.7 0.2 0.44959 0.19188
0.5 0.5 0.7 0.21 0.44923 0.19244
0.5 0.5 0.7 0.22 0.4482 0.19227
0.5 0.5 0.7 0.23 0.44693 0.19024
0.5 0.5 0.7 0.24 0.44912 0.19057
0.5 0.5 0.7 0.25 0.4437 0.18682
0.5 0.5 0.7 0.26 0.44054 0.18311
0.5 0.5 0.7 0.27 0.44017 0.18249
0.5 0.5 0.7 0.28 0.43934 0.18146
0.5 0.5 0.7 0.29 0.43855 0.18091
0.5 0.5 0.7 0.3 0.43724 0.17944
0.5 0.5 0.7 0.31 0.43801 0.17869
0.5 0.5 0.7 0.32 0.43665 0.17792
0.5 0.5 0.7 0.33 0.43326 0.17445
0.5 0.5 0.7 0.34 0.43409 0.17287
0.5 0.5 0.7 0.35 0.43618 0.17415
0.5 0.5 0.7 0.36 0.43063 0.16951
0.5 0.5 0.7 0.37 0.42871 0.16965
0.5 0.5 0.7 0.38 0.42944 0.16929
0.5 0.5 0.7 0.39 0.42829 0.16833
0.5 0.5 0.7 0.4 0.42669 0.16587
0.5 0.5 0.7 0.41 0.42702 0.1669
0.5 0.5 0.7 0.42 0.41914 0.16243
0.5 0.5 0.7 0.43 0.42344 0.16311
0.5 0.5 0.7 0.44 0.42041 0.15923
0.5 0.5 0.7 0.45 0.42441 0.16156
0.5 0.5 0.7 0.46 0.42083 0.15718
0.5 0.5 0.7 0.47 0.41725 0.15497
0.5 0.5 0.7 0.48 0.41922 0.15664
0.5 0.5 0.7 0.49 0.41887 0.156
0.5 0.5 0.7 0.5 0.41597 0.15484
