"hf" "hm" "C" "r" "PrP" "rPrP"
0.5 0.5 0 0 0.491637290932273 0.0845771144278607
0.5 0.5 0 0.01 0.453236330908273 0.0773269331733293
0.5 0.5 0 0.02 0.479911997799945 0.0765019125478137
0.5 0.5 0 0.03 0.447386184654616 0.064001600040001
0.5 0.5 0 0.04 0.421210530263257 0.0432760819020475
0.5 0.5 0 0.05 0.459261481537038 0.0486012150303758
0.5 0.5 0 0.06 0.459161479036976 0.03857596439911
0.5 0.5 0 0.07 0.417260431510788 0.0368009200230006
0.5 0.5 0 0.08 0.440786019650491 0.0334008350208755
0.5 0.5 0 0.09 0.402685067126678 0.0181254531363284
0.5 0.5 0 0.1 0.378909472736818 0.0166504162604065
0.5 0.5 0 0.11 0.435210880272007 0.0146753668841721
0.5 0.5 0 0.12 0.38695967399185 0.00942523563089077
0.5 0.5 0 0.13 0.406110152753819 0.00565014125353134
0.5 0.5 0 0.14 0.36758418960474 0.00667516687917198
0.5 0.5 0 0.15 0.38135953398835 0.00302507562689067
0.5 0.5 0 0.16 0.366509162729068 0.00347508687717193
0.5 0.5 0 0.17 0.410835270881772 0.00290007250181255
0.5 0.5 0 0.18 0.405285132128303 0.000225005625140629
0.5 0.5 0 0.19 0.362434060851521 0.000200005000125003
0.5 0.5 0 0.2 0.378334458361459 0
0.5 0.5 0 0.21 0.389734743368584 0
0.5 0.5 0 0.22 0.406985174629366 0
0.5 0.5 0 0.23 0.3745593639841 0
0.5 0.5 0 0.24 0.388534713367834 0
0.5 0.5 0 0.25 0.411085277131928 0
0.5 0.5 0 0.26 0.367784194604865 0
0.5 0.5 0 0.27 0.374734368359209 0
0.5 0.5 0 0.28 0.38318457961449 0
0.5 0.5 0 0.29 0.342433560839021 0
0.5 0.5 0 0.3 0.427710692767319 0
0.5 0.5 0 0.31 0.365634140853521 0
0.5 0.5 0 0.32 0.373109327733193 0
0.5 0.5 0 0.33 0.383309582739568 0
0.5 0.5 0 0.34 0.408235205880147 0
0.5 0.5 0 0.35 0.426810670266757 0
0.5 0.5 0 0.36 0.391209780244506 0
0.5 0.5 0 0.37 0.383834595864897 0
0.5 0.5 0 0.38 0.41576039400985 0
0.5 0.5 0 0.39 0.334533363334083 0
0.5 0.5 0 0.4 0.360959023975599 0
0.5 0.5 0 0.41 0.367909197729943 0
0.5 0.5 0 0.42 0.351158778969474 0
0.5 0.5 0 0.43 0.38758468961724 0
0.5 0.5 0 0.44 0.388059701492537 0
0.5 0.5 0 0.45 0.39415985399635 0
0.5 0.5 0 0.46 0.416485412135303 0
0.5 0.5 0 0.47 0.402185054626366 0
0.5 0.5 0 0.48 0.386734668366709 0
0.5 0.5 0 0.49 0.4073601840046 0
0.5 0.5 0 0.5 0.362034050851271 0
