"hf" "hm" "C" "r" "PrP" "rPrP"
0.25 0.25 0.1 0 0.7447 0.0486
0.25 0.25 0.1 0.01 0.7254 0.0335
0.25 0.25 0.1 0.02 0.7181 0.0253
0.25 0.25 0.1 0.03 0.7142 0.0175
0.25 0.25 0.1 0.04 0.7132 0.0118
0.25 0.25 0.1 0.05 0.7004 0.008
0.25 0.25 0.1 0.06 0.6958 0.0041
0.25 0.25 0.1 0.07 0.6938 0.0026
0.25 0.25 0.1 0.08 0.6988 0.002
0.25 0.25 0.1 0.09 0.6963 0.001
0.25 0.25 0.1 0.1 0.6968 3e-04
0.25 0.25 0.1 0.11 0.6944 0
0.25 0.25 0.1 0.12 0.6885 0
0.25 0.25 0.1 0.13 0.6984 0
0.25 0.25 0.1 0.14 0.6974 0
0.25 0.25 0.1 0.15 0.6948 0
0.25 0.25 0.1 0.16 0.6914 0
0.25 0.25 0.1 0.17 0.6931 0
0.25 0.25 0.1 0.18 0.6926 0
0.25 0.25 0.1 0.19 0.7009 0
0.25 0.25 0.1 0.2 0.694 0
0.25 0.25 0.1 0.21 0.7028 0
0.25 0.25 0.1 0.22 0.6983 0
0.25 0.25 0.1 0.23 0.6943 0
0.25 0.25 0.1 0.24 0.687 0
0.25 0.25 0.1 0.25 0.6963 0
0.25 0.25 0.1 0.26 0.6864 0
0.25 0.25 0.1 0.27 0.6844 0
0.25 0.25 0.1 0.28 0.6954 0
0.25 0.25 0.1 0.29 0.6907 0
0.25 0.25 0.1 0.3 0.6924 0
0.25 0.25 0.1 0.31 0.6901 0
0.25 0.25 0.1 0.32 0.6913 0
0.25 0.25 0.1 0.33 0.6909 0
0.25 0.25 0.1 0.34 0.6889 0
0.25 0.25 0.1 0.35 0.6878 0
0.25 0.25 0.1 0.36 0.7018 0
0.25 0.25 0.1 0.37 0.6833 0
0.25 0.25 0.1 0.38 0.6903 0
0.25 0.25 0.1 0.39 0.6792 0
0.25 0.25 0.1 0.4 0.6906 0
0.25 0.25 0.1 0.41 0.691 0
0.25 0.25 0.1 0.42 0.6934 0
0.25 0.25 0.1 0.43 0.6936 0
0.25 0.25 0.1 0.44 0.6971 0
0.25 0.25 0.1 0.45 0.6893 0
0.25 0.25 0.1 0.46 0.69 0
0.25 0.25 0.1 0.47 0.6849 0
0.25 0.25 0.1 0.48 0.6946 0
0.25 0.25 0.1 0.49 0.6971 0
0.25 0.25 0.1 0.5 0.7001 0
