"hf" "hm" "C" "r" "PrP" "rPrP"
0.25 0.25 0.5 0 0.6271 0.1498
0.25 0.25 0.5 0.01 0.6124 0.1364
0.25 0.25 0.5 0.02 0.601 0.1237
0.25 0.25 0.5 0.03 0.6031 0.1157
0.25 0.25 0.5 0.04 0.5892 0.1073
0.25 0.25 0.5 0.05 0.5933 0.1013
0.25 0.25 0.5 0.06 0.5827 0.0986
0.25 0.25 0.5 0.07 0.581 0.0911
0.25 0.25 0.5 0.08 0.5817 0.0873
0.25 0.25 0.5 0.09 0.5701 0.0842
0.25 0.25 0.5 0.1 0.5674 0.086
0.25 0.25 0.5 0.11 0.5523 0.081
0.25 0.25 0.5 0.12 0.5569 0.0744
0.25 0.25 0.5 0.13 0.5629 0.0782
0.25 0.25 0.5 0.14 0.556 0.0703
0.25 0.25 0.5 0.15 0.5428 0.0688
0.25 0.25 0.5 0.16 0.5522 0.0673
0.25 0.25 0.5 0.17 0.5367 0.0622
0.25 0.25 0.5 0.18 0.5524 0.0616
0.25 0.25 0.5 0.19 0.5498 0.0638
0.25 0.25 0.5 0.2 0.5413 0.0581
0.25 0.25 0.5 0.21 0.5431 0.0556
0.25 0.25 0.5 0.22 0.5319 0.0519
0.25 0.25 0.5 0.23 0.54 0.0509
0.25 0.25 0.5 0.24 0.5373 0.0495
0.25 0.25 0.5 0.25 0.5346 0.0469
0.25 0.25 0.5 0.26 0.5355 0.0459
0.25 0.25 0.5 0.27 0.5309 0.0477
0.25 0.25 0.5 0.28 0.5321 0.0408
0.25 0.25 0.5 0.29 0.5328 0.0419
0.25 0.25 0.5 0.3 0.5297 0.0428
0.25 0.25 0.5 0.31 0.5213 0.0422
0.25 0.25 0.5 0.32 0.5251 0.0384
0.25 0.25 0.5 0.33 0.5204 0.0354
0.25 0.25 0.5 0.34 0.5161 0.0382
0.25 0.25 0.5 0.35 0.5143 0.0329
0.25 0.25 0.5 0.36 0.5085 0.0324
0.25 0.25 0.5 0.37 0.5134 0.0306
0.25 0.25 0.5 0.38 0.5094 0.0295
0.25 0.25 0.5 0.39 0.5048 0.0309
0.25 0.25 0.5 0.4 0.5073 0.0279
0.25 0.25 0.5 0.41 0.5224 0.0247
0.25 0.25 0.5 0.42 0.5088 0.0268
0.25 0.25 0.5 0.43 0.5061 0.0222
0.25 0.25 0.5 0.44 0.514 0.0208
0.25 0.25 0.5 0.45 0.5079 0.0223
0.25 0.25 0.5 0.46 0.5038 0.0235
0.25 0.25 0.5 0.47 0.5002 0.0212
0.25 0.25 0.5 0.48 0.5034 0.0198
0.25 0.25 0.5 0.49 0.5084 0.0184
0.25 0.25 0.5 0.5 0.5042 0.0173
