"hf" "hm" "C" "r" "PrP" "rPrP"
0.25 0.25 0.7 0 0.490833333333333 0.160266666666667
0.25 0.25 0.7 0.01 0.4828 0.152233333333333
0.25 0.25 0.7 0.02 0.476033333333333 0.145466666666667
0.25 0.25 0.7 0.03 0.4694 0.138833333333333
0.25 0.25 0.7 0.04 0.4644 0.133833333333333
0.25 0.25 0.7 0.05 0.459066666666667 0.1285
0.25 0.25 0.7 0.06 0.4545 0.123933333333333
0.25 0.25 0.7 0.07 0.4503 0.119733333333333
0.25 0.25 0.7 0.08 0.447 0.116433333333333
0.25 0.25 0.7 0.09 0.4436 0.113033333333333
0.25 0.25 0.7 0.1 0.441266666666667 0.1107
0.25 0.25 0.7 0.11 0.4387 0.108133333333333
0.25 0.25 0.7 0.12 0.436133333333333 0.105566666666667
0.25 0.25 0.7 0.13 0.4339 0.103333333333333
0.25 0.25 0.7 0.14 0.4317 0.101133333333333
0.25 0.25 0.7 0.15 0.429466666666667 0.0989
0.25 0.25 0.7 0.16 0.427066666666667 0.0965
0.25 0.25 0.7 0.17 0.425366666666667 0.0948
0.25 0.25 0.7 0.18 0.4234 0.0928333333333333
0.25 0.25 0.7 0.19 0.420733333333333 0.0901666666666667
0.25 0.25 0.7 0.2 0.418933333333333 0.0883666666666667
0.25 0.25 0.7 0.21 0.417666666666667 0.0871
0.25 0.25 0.7 0.22 0.4162 0.0856333333333333
0.25 0.25 0.7 0.23 0.4147 0.0841333333333333
0.25 0.25 0.7 0.24 0.412833333333333 0.0822666666666667
0.25 0.25 0.7 0.25 0.4111 0.0805333333333333
0.25 0.25 0.7 0.26 0.409733333333333 0.0791666666666667
0.25 0.25 0.7 0.27 0.4077 0.0771333333333333
0.25 0.25 0.7 0.28 0.4062 0.0756333333333333
0.25 0.25 0.7 0.29 0.404833333333333 0.0742666666666667
0.25 0.25 0.7 0.3 0.403266666666667 0.0727
0.25 0.25 0.7 0.31 0.402 0.0714333333333333
0.25 0.25 0.7 0.32 0.4003 0.0697333333333333
0.25 0.25 0.7 0.33 0.3989 0.0683333333333333
0.25 0.25 0.7 0.34 0.3971 0.0665333333333333
0.25 0.25 0.7 0.35 0.396033333333333 0.0654666666666667
0.25 0.25 0.7 0.36 0.394766666666667 0.0642
0.25 0.25 0.7 0.37 0.393733333333333 0.0631666666666667
0.25 0.25 0.7 0.38 0.392333333333333 0.0617666666666667
0.25 0.25 0.7 0.39 0.391066666666667 0.0605
0.25 0.25 0.7 0.4 0.3898 0.0592333333333333
0.25 0.25 0.7 0.41 0.388766666666667 0.0582
0.25 0.25 0.7 0.42 0.387866666666667 0.0573
0.25 0.25 0.7 0.43 0.3863 0.0557333333333333
0.25 0.25 0.7 0.44 0.385266666666667 0.0547
0.25 0.25 0.7 0.45 0.384266666666667 0.0537
0.25 0.25 0.7 0.46 0.3833 0.0527333333333333
0.25 0.25 0.7 0.47 0.382166666666667 0.0516
0.25 0.25 0.7 0.48 0.381266666666667 0.0507
0.25 0.25 0.7 0.49 0.380066666666667 0.0495
0.25 0.25 0.7 0.5 0.379033333333333 0.0484666666666667
