"hf" "hm" "C" "r" "PrP" "rPrP"
0.5 0.5 0 0 0.481966666666667 0.0993666666666667
0.5 0.5 0 0.01 0.467333333333333 0.0847333333333333
0.5 0.5 0 0.02 0.4555 0.0729
0.5 0.5 0 0.03 0.445233333333333 0.0626333333333333
0.5 0.5 0 0.04 0.4363 0.0537
0.5 0.5 0 0.05 0.428533333333333 0.0459333333333333
0.5 0.5 0 0.06 0.421066666666667 0.0384666666666667
0.5 0.5 0 0.07 0.414966666666667 0.0323666666666667
0.5 0.5 0 0.08 0.4095 0.0269
0.5 0.5 0 0.09 0.4049 0.0223
0.5 0.5 0 0.1 0.400533333333333 0.0179333333333333
0.5 0.5 0 0.11 0.396766666666667 0.0141666666666667
0.5 0.5 0 0.12 0.393566666666667 0.0109666666666667
0.5 0.5 0 0.13 0.3907 0.0081
0.5 0.5 0 0.14 0.388366666666667 0.00576666666666667
0.5 0.5 0 0.15 0.3868 0.0042
0.5 0.5 0 0.16 0.3852 0.0026
0.5 0.5 0 0.17 0.384266666666667 0.00166666666666667
0.5 0.5 0 0.18 0.383366666666667 0.000766666666666667
0.5 0.5 0 0.19 0.382733333333333 0.000133333333333333
0.5 0.5 0 0.2 0.3826 0
0.5 0.5 0 0.21 0.3826 0
0.5 0.5 0 0.22 0.3826 0
0.5 0.5 0 0.23 0.3826 0
0.5 0.5 0 0.24 0.3826 0
0.5 0.5 0 0.25 0.3826 0
0.5 0.5 0 0.26 0.3826 0
0.5 0.5 0 0.27 0.3826 0
0.5 0.5 0 0.28 0.3826 0
0.5 0.5 0 0.29 0.3826 0
0.5 0.5 0 0.3 0.3826 0
0.5 0.5 0 0.31 0.3826 0
0.5 0.5 0 0.32 0.3826 0
0.5 0.5 0 0.33 0.3826 0
0.5 0.5 0 0.34 0.3826 0
0.5 0.5 0 0.35 0.3826 0
0.5 0.5 0 0.36 0.3826 0
0.5 0.5 0 0.37 0.3826 0
0.5 0.5 0 0.38 0.3826 0
0.5 0.5 0 0.39 0.3826 0
0.5 0.5 0 0.4 0.3826 0
0.5 0.5 0 0.41 0.3826 0
0.5 0.5 0 0.42 0.3826 0
0.5 0.5 0 0.43 0.3826 0
0.5 0.5 0 0.44 0.3826 0
0.5 0.5 0 0.45 0.3826 0
0.5 0.5 0 0.46 0.3826 0
0.5 0.5 0 0.47 0.3826 0
0.5 0.5 0 0.48 0.3826 0
0.5 0.5 0 0.49 0.3826 0
0.5 0.5 0 0.5 0.3826 0
