"hf" "hm" "C" "r" "PrP" "rPrP"
0.5 0.5 0.9 0 0.5023 0.3686
0.5 0.5 0.9 0.01 0.4958 0.357
0.5 0.5 0.9 0.02 0.4932 0.3609
0.5 0.5 0.9 0.03 0.4863 0.3533
0.5 0.5 0.9 0.04 0.4933 0.3558
0.5 0.5 0.9 0.05 0.489 0.3581
0.5 0.5 0.9 0.06 0.4859 0.352
0.5 0.5 0.9 0.07 0.4831 0.3485
0.5 0.5 0.9 0.08 0.4802 0.3477
0.5 0.5 0.9 0.09 0.4839 0.3543
0.5 0.5 0.9 0.1 0.4817 0.3435
0.5 0.5 0.9 0.11 0.4933 0.3526
0.5 0.5 0.9 0.12 0.4805 0.3471
0.5 0.5 0.9 0.13 0.4782 0.3408
0.5 0.5 0.9 0.14 0.4858 0.3474
0.5 0.5 0.9 0.15 0.476 0.3413
0.5 0.5 0.9 0.16 0.4775 0.3389
0.5 0.5 0.9 0.17 0.4751 0.3367
0.5 0.5 0.9 0.18 0.4774 0.3414
0.5 0.5 0.9 0.19 0.4659 0.33
0.5 0.5 0.9 0.2 0.4696 0.3355
0.5 0.5 0.9 0.21 0.4738 0.3441
0.5 0.5 0.9 0.22 0.4815 0.3434
0.5 0.5 0.9 0.23 0.4733 0.3373
0.5 0.5 0.9 0.24 0.4801 0.341
0.5 0.5 0.9 0.25 0.4629 0.3304
0.5 0.5 0.9 0.26 0.4696 0.3363
0.5 0.5 0.9 0.27 0.4729 0.3346
0.5 0.5 0.9 0.28 0.4803 0.3373
0.5 0.5 0.9 0.29 0.4668 0.3294
0.5 0.5 0.9 0.3 0.4734 0.3377
0.5 0.5 0.9 0.31 0.4673 0.3244
0.5 0.5 0.9 0.32 0.4567 0.3213
0.5 0.5 0.9 0.33 0.4611 0.3218
0.5 0.5 0.9 0.34 0.4735 0.3333
0.5 0.5 0.9 0.35 0.4645 0.3243
0.5 0.5 0.9 0.36 0.4602 0.3249
0.5 0.5 0.9 0.37 0.4669 0.3222
0.5 0.5 0.9 0.38 0.4593 0.3191
0.5 0.5 0.9 0.39 0.4639 0.3227
0.5 0.5 0.9 0.4 0.4609 0.319
0.5 0.5 0.9 0.41 0.4682 0.3284
0.5 0.5 0.9 0.42 0.4609 0.3175
0.5 0.5 0.9 0.43 0.4566 0.3141
0.5 0.5 0.9 0.44 0.4564 0.3174
0.5 0.5 0.9 0.45 0.4608 0.3223
0.5 0.5 0.9 0.46 0.4651 0.3208
0.5 0.5 0.9 0.47 0.4603 0.3189
0.5 0.5 0.9 0.48 0.4646 0.3203
0.5 0.5 0.9 0.49 0.4545 0.3119
0.5 0.5 0.9 0.5 0.4541 0.3128
