"hf" "hm" "C" "r" "PrP" "rPrP"
0.25 0.25 0.9 0 0.50915 0.36214
0.25 0.25 0.9 0.01 0.50844 0.36114
0.25 0.25 0.9 0.02 0.50187 0.35603
0.25 0.25 0.9 0.03 0.49941 0.35592
0.25 0.25 0.9 0.04 0.49675 0.34877
0.25 0.25 0.9 0.05 0.49925 0.35251
0.25 0.25 0.9 0.06 0.49702 0.35021
0.25 0.25 0.9 0.07 0.49183 0.34703
0.25 0.25 0.9 0.08 0.4918 0.34821
0.25 0.25 0.9 0.09 0.49238 0.34734
0.25 0.25 0.9 0.1 0.49335 0.34636
0.25 0.25 0.9 0.11 0.48653 0.34149
0.25 0.25 0.9 0.12 0.48933 0.34166
0.25 0.25 0.9 0.13 0.48937 0.34137
0.25 0.25 0.9 0.14 0.48744 0.3404
0.25 0.25 0.9 0.15 0.48678 0.3388
0.25 0.25 0.9 0.16 0.48585 0.33875
0.25 0.25 0.9 0.17 0.48433 0.3369
0.25 0.25 0.9 0.18 0.48316 0.3363
0.25 0.25 0.9 0.19 0.48134 0.33447
0.25 0.25 0.9 0.2 0.48468 0.3349
0.25 0.25 0.9 0.21 0.48048 0.33043
0.25 0.25 0.9 0.22 0.47826 0.32957
0.25 0.25 0.9 0.23 0.47549 0.32749
0.25 0.25 0.9 0.24 0.47756 0.32894
0.25 0.25 0.9 0.25 0.4779 0.32621
0.25 0.25 0.9 0.26 0.47739 0.32732
0.25 0.25 0.9 0.27 0.47671 0.32604
0.25 0.25 0.9 0.28 0.47434 0.3253
0.25 0.25 0.9 0.29 0.47379 0.3233
0.25 0.25 0.9 0.3 0.47282 0.3238
0.25 0.25 0.9 0.31 0.47421 0.3245
0.25 0.25 0.9 0.32 0.46979 0.31932
0.25 0.25 0.9 0.33 0.47181 0.31881
0.25 0.25 0.9 0.34 0.46969 0.31754
0.25 0.25 0.9 0.35 0.47117 0.31954
0.25 0.25 0.9 0.36 0.47003 0.31886
0.25 0.25 0.9 0.37 0.47034 0.31792
0.25 0.25 0.9 0.38 0.46867 0.31474
0.25 0.25 0.9 0.39 0.46569 0.31492
0.25 0.25 0.9 0.4 0.4667 0.31424
0.25 0.25 0.9 0.41 0.46292 0.31029
0.25 0.25 0.9 0.42 0.46527 0.31378
0.25 0.25 0.9 0.43 0.46421 0.31061
0.25 0.25 0.9 0.44 0.46212 0.30748
0.25 0.25 0.9 0.45 0.46373 0.30887
0.25 0.25 0.9 0.46 0.46429 0.31101
0.25 0.25 0.9 0.47 0.46031 0.30536
0.25 0.25 0.9 0.48 0.46117 0.30658
0.25 0.25 0.9 0.49 0.46145 0.30441
0.25 0.25 0.9 0.5 0.45923 0.30483
