"hf" "hm" "C" "r" "PrP" "rPrP"
0.5 0.5 0.6 0 0.451066666666667 0.157666666666667
0.5 0.5 0.6 0.01 0.441266666666667 0.147866666666667
0.5 0.5 0.6 0.02 0.4338 0.1404
0.5 0.5 0.6 0.03 0.4266 0.1332
0.5 0.5 0.6 0.04 0.421066666666667 0.127666666666667
0.5 0.5 0.6 0.05 0.4152 0.1218
0.5 0.5 0.6 0.06 0.410766666666667 0.117366666666667
0.5 0.5 0.6 0.07 0.406366666666667 0.112966666666667
0.5 0.5 0.6 0.08 0.4019 0.1085
0.5 0.5 0.6 0.09 0.3984 0.105
0.5 0.5 0.6 0.1 0.394833333333333 0.101433333333333
0.5 0.5 0.6 0.11 0.3915 0.0981
0.5 0.5 0.6 0.12 0.3886 0.0952
0.5 0.5 0.6 0.13 0.386333333333333 0.0929333333333333
0.5 0.5 0.6 0.14 0.384 0.0906
0.5 0.5 0.6 0.15 0.382166666666667 0.0887666666666667
0.5 0.5 0.6 0.16 0.380733333333333 0.0873333333333333
0.5 0.5 0.6 0.17 0.3788 0.0854
0.5 0.5 0.6 0.18 0.376766666666667 0.0833666666666667
0.5 0.5 0.6 0.19 0.375366666666667 0.0819666666666667
0.5 0.5 0.6 0.2 0.373666666666667 0.0802666666666667
0.5 0.5 0.6 0.21 0.372233333333333 0.0788333333333333
0.5 0.5 0.6 0.22 0.3705 0.0771
0.5 0.5 0.6 0.23 0.369033333333333 0.0756333333333333
0.5 0.5 0.6 0.24 0.3676 0.0742
0.5 0.5 0.6 0.25 0.365966666666667 0.0725666666666667
0.5 0.5 0.6 0.26 0.364533333333333 0.0711333333333333
0.5 0.5 0.6 0.27 0.363166666666667 0.0697666666666667
0.5 0.5 0.6 0.28 0.361733333333333 0.0683333333333333
0.5 0.5 0.6 0.29 0.360233333333333 0.0668333333333333
0.5 0.5 0.6 0.3 0.358733333333333 0.0653333333333333
0.5 0.5 0.6 0.31 0.3575 0.0641
0.5 0.5 0.6 0.32 0.356133333333333 0.0627333333333333
0.5 0.5 0.6 0.33 0.3554 0.062
0.5 0.5 0.6 0.34 0.354033333333333 0.0606333333333333
0.5 0.5 0.6 0.35 0.353066666666667 0.0596666666666667
0.5 0.5 0.6 0.36 0.3522 0.0588
0.5 0.5 0.6 0.37 0.350966666666667 0.0575666666666667
0.5 0.5 0.6 0.38 0.349833333333333 0.0564333333333333
0.5 0.5 0.6 0.39 0.348633333333333 0.0552333333333333
0.5 0.5 0.6 0.4 0.347533333333333 0.0541333333333333
0.5 0.5 0.6 0.41 0.346666666666667 0.0532666666666667
0.5 0.5 0.6 0.42 0.345633333333333 0.0522333333333333
0.5 0.5 0.6 0.43 0.344566666666667 0.0511666666666667
0.5 0.5 0.6 0.44 0.343733333333333 0.0503333333333333
0.5 0.5 0.6 0.45 0.342866666666667 0.0494666666666667
0.5 0.5 0.6 0.46 0.342066666666667 0.0486666666666667
0.5 0.5 0.6 0.47 0.3412 0.0478
0.5 0.5 0.6 0.48 0.3404 0.047
0.5 0.5 0.6 0.49 0.339266666666667 0.0458666666666667
0.5 0.5 0.6 0.5 0.338533333333333 0.0451333333333333
