"hf" "hm" "C" "r" "PrP" "rPrP"
0.25 0.25 0.6 0 0.549766666666667 0.140733333333333
0.25 0.25 0.6 0.01 0.540066666666667 0.131033333333333
0.25 0.25 0.6 0.02 0.530366666666667 0.121333333333333
0.25 0.25 0.6 0.03 0.5237 0.114666666666667
0.25 0.25 0.6 0.04 0.517733333333333 0.1087
0.25 0.25 0.6 0.05 0.511466666666667 0.102433333333333
0.25 0.25 0.6 0.06 0.505933333333333 0.0969
0.25 0.25 0.6 0.07 0.501866666666667 0.0928333333333333
0.25 0.25 0.6 0.08 0.4982 0.0891666666666667
0.25 0.25 0.6 0.09 0.494633333333333 0.0856
0.25 0.25 0.6 0.1 0.491133333333333 0.0821
0.25 0.25 0.6 0.11 0.4883 0.0792666666666667
0.25 0.25 0.6 0.12 0.485866666666667 0.0768333333333333
0.25 0.25 0.6 0.13 0.483333333333333 0.0743
0.25 0.25 0.6 0.14 0.481166666666667 0.0721333333333333
0.25 0.25 0.6 0.15 0.478866666666667 0.0698333333333333
0.25 0.25 0.6 0.16 0.4763 0.0672666666666667
0.25 0.25 0.6 0.17 0.473566666666667 0.0645333333333333
0.25 0.25 0.6 0.18 0.471766666666667 0.0627333333333333
0.25 0.25 0.6 0.19 0.47 0.0609666666666667
0.25 0.25 0.6 0.2 0.467766666666667 0.0587333333333333
0.25 0.25 0.6 0.21 0.465566666666667 0.0565333333333333
0.25 0.25 0.6 0.22 0.463533333333333 0.0545
0.25 0.25 0.6 0.23 0.4619 0.0528666666666667
0.25 0.25 0.6 0.24 0.4598 0.0507666666666667
0.25 0.25 0.6 0.25 0.458033333333333 0.049
0.25 0.25 0.6 0.26 0.456433333333333 0.0474
0.25 0.25 0.6 0.27 0.454966666666667 0.0459333333333333
0.25 0.25 0.6 0.28 0.4531 0.0440666666666667
0.25 0.25 0.6 0.29 0.451566666666667 0.0425333333333333
0.25 0.25 0.6 0.3 0.4499 0.0408666666666667
0.25 0.25 0.6 0.31 0.448533333333333 0.0395
0.25 0.25 0.6 0.32 0.447 0.0379666666666667
0.25 0.25 0.6 0.33 0.445966666666667 0.0369333333333333
0.25 0.25 0.6 0.34 0.4446 0.0355666666666667
0.25 0.25 0.6 0.35 0.443066666666667 0.0340333333333333
0.25 0.25 0.6 0.36 0.4418 0.0327666666666667
0.25 0.25 0.6 0.37 0.440766666666667 0.0317333333333333
0.25 0.25 0.6 0.38 0.439366666666667 0.0303333333333333
0.25 0.25 0.6 0.39 0.438233333333333 0.0292
0.25 0.25 0.6 0.4 0.436833333333333 0.0278
0.25 0.25 0.6 0.41 0.435666666666667 0.0266333333333333
0.25 0.25 0.6 0.42 0.434566666666667 0.0255333333333333
0.25 0.25 0.6 0.43 0.433633333333333 0.0246
0.25 0.25 0.6 0.44 0.432433333333333 0.0234
0.25 0.25 0.6 0.45 0.431533333333333 0.0225
0.25 0.25 0.6 0.46 0.430633333333333 0.0216
0.25 0.25 0.6 0.47 0.429566666666667 0.0205333333333333
0.25 0.25 0.6 0.48 0.428933333333333 0.0199
0.25 0.25 0.6 0.49 0.428033333333333 0.019
0.25 0.25 0.6 0.5 0.427133333333333 0.0181
