"hf" "hm" "C" "r" "PrP" "rPrP"
0.5 0.5 0.1 0 0.4951 0.1135
0.5 0.5 0.1 0.01 0.4868 0.0978
0.5 0.5 0.1 0.02 0.474 0.0906
0.5 0.5 0.1 0.03 0.4651 0.0815
0.5 0.5 0.1 0.04 0.4454 0.0655
0.5 0.5 0.1 0.05 0.4432 0.0573
0.5 0.5 0.1 0.06 0.4353 0.0533
0.5 0.5 0.1 0.07 0.4186 0.0471
0.5 0.5 0.1 0.08 0.4192 0.037
0.5 0.5 0.1 0.09 0.4148 0.0339
0.5 0.5 0.1 0.1 0.4141 0.0304
0.5 0.5 0.1 0.11 0.411 0.0242
0.5 0.5 0.1 0.12 0.4072 0.0196
0.5 0.5 0.1 0.13 0.4013 0.0156
0.5 0.5 0.1 0.14 0.3996 0.0159
0.5 0.5 0.1 0.15 0.3948 0.0108
0.5 0.5 0.1 0.16 0.3931 0.0105
0.5 0.5 0.1 0.17 0.3939 0.0075
0.5 0.5 0.1 0.18 0.3883 0.0071
0.5 0.5 0.1 0.19 0.3879 0.0063
0.5 0.5 0.1 0.2 0.3953 0.0056
0.5 0.5 0.1 0.21 0.3974 0.005
0.5 0.5 0.1 0.22 0.3893 0.0051
0.5 0.5 0.1 0.23 0.3835 0.0029
0.5 0.5 0.1 0.24 0.3926 0.0028
0.5 0.5 0.1 0.25 0.3854 0.0012
0.5 0.5 0.1 0.26 0.3844 0.0015
0.5 0.5 0.1 0.27 0.3865 7e-04
0.5 0.5 0.1 0.28 0.3887 3e-04
0.5 0.5 0.1 0.29 0.3861 2e-04
0.5 0.5 0.1 0.3 0.3735 0
0.5 0.5 0.1 0.31 0.3843 0
0.5 0.5 0.1 0.32 0.3823 0
0.5 0.5 0.1 0.33 0.3849 0
0.5 0.5 0.1 0.34 0.39 0
0.5 0.5 0.1 0.35 0.3869 0
0.5 0.5 0.1 0.36 0.3856 0
0.5 0.5 0.1 0.37 0.3832 0
0.5 0.5 0.1 0.38 0.3823 0
0.5 0.5 0.1 0.39 0.3826 0
0.5 0.5 0.1 0.4 0.3797 0
0.5 0.5 0.1 0.41 0.3799 0
0.5 0.5 0.1 0.42 0.3821 0
0.5 0.5 0.1 0.43 0.3878 0
0.5 0.5 0.1 0.44 0.3786 0
0.5 0.5 0.1 0.45 0.3885 0
0.5 0.5 0.1 0.46 0.3857 0
0.5 0.5 0.1 0.47 0.3811 0
0.5 0.5 0.1 0.48 0.3856 0
0.5 0.5 0.1 0.49 0.3957 0
0.5 0.5 0.1 0.5 0.3764 0
