"hf" "hm" "C" "r" "PrP" "rPrP"
0.25 0.25 0.3 0 0.687766666666667 0.0839333333333333
0.25 0.25 0.3 0.01 0.672966666666667 0.0691333333333333
0.25 0.25 0.3 0.02 0.661233333333333 0.0574
0.25 0.25 0.3 0.03 0.652733333333333 0.0489
0.25 0.25 0.3 0.04 0.6462 0.0423666666666667
0.25 0.25 0.3 0.05 0.640633333333333 0.0368
0.25 0.25 0.3 0.06 0.634866666666667 0.0310333333333333
0.25 0.25 0.3 0.07 0.630466666666667 0.0266333333333333
0.25 0.25 0.3 0.08 0.626633333333333 0.0228
0.25 0.25 0.3 0.09 0.623533333333333 0.0197
0.25 0.25 0.3 0.1 0.621366666666667 0.0175333333333333
0.25 0.25 0.3 0.11 0.619233333333333 0.0154
0.25 0.25 0.3 0.12 0.617233333333333 0.0134
0.25 0.25 0.3 0.13 0.6152 0.0113666666666667
0.25 0.25 0.3 0.14 0.6137 0.00986666666666667
0.25 0.25 0.3 0.15 0.612366666666667 0.00853333333333333
0.25 0.25 0.3 0.16 0.610866666666667 0.00703333333333333
0.25 0.25 0.3 0.17 0.6095 0.00566666666666667
0.25 0.25 0.3 0.18 0.608033333333333 0.0042
0.25 0.25 0.3 0.19 0.606866666666667 0.00303333333333333
0.25 0.25 0.3 0.2 0.606033333333333 0.0022
0.25 0.25 0.3 0.21 0.6055 0.00166666666666667
0.25 0.25 0.3 0.22 0.604866666666667 0.00103333333333333
0.25 0.25 0.3 0.23 0.604433333333333 6e-04
0.25 0.25 0.3 0.24 0.604066666666667 0.000233333333333333
0.25 0.25 0.3 0.25 0.603933333333333 1e-04
0.25 0.25 0.3 0.26 0.603833333333333 0
0.25 0.25 0.3 0.27 0.603833333333333 0
0.25 0.25 0.3 0.28 0.603833333333333 0
0.25 0.25 0.3 0.29 0.603833333333333 0
0.25 0.25 0.3 0.3 0.603833333333333 0
0.25 0.25 0.3 0.31 0.603833333333333 0
0.25 0.25 0.3 0.32 0.603833333333333 0
0.25 0.25 0.3 0.33 0.603833333333333 0
0.25 0.25 0.3 0.34 0.603833333333333 0
0.25 0.25 0.3 0.35 0.603833333333333 0
0.25 0.25 0.3 0.36 0.603833333333333 0
0.25 0.25 0.3 0.37 0.603833333333333 0
0.25 0.25 0.3 0.38 0.603833333333333 0
0.25 0.25 0.3 0.39 0.603833333333333 0
0.25 0.25 0.3 0.4 0.603833333333333 0
0.25 0.25 0.3 0.41 0.603833333333333 0
0.25 0.25 0.3 0.42 0.603833333333333 0
0.25 0.25 0.3 0.43 0.603833333333333 0
0.25 0.25 0.3 0.44 0.603833333333333 0
0.25 0.25 0.3 0.45 0.603833333333333 0
0.25 0.25 0.3 0.46 0.603833333333333 0
0.25 0.25 0.3 0.47 0.603833333333333 0
0.25 0.25 0.3 0.48 0.603833333333333 0
0.25 0.25 0.3 0.49 0.603833333333333 0
0.25 0.25 0.3 0.5 0.603833333333333 0
