"hf" "hm" "C" "r" "PrP" "rPrP"
0.5 0.5 0.3 0 0.5192 0.1406
0.5 0.5 0.3 0.01 0.4925 0.1302
0.5 0.5 0.3 0.02 0.4745 0.1189
0.5 0.5 0.3 0.03 0.4739 0.1102
0.5 0.5 0.3 0.04 0.4558 0.0953
0.5 0.5 0.3 0.05 0.4598 0.094
0.5 0.5 0.3 0.06 0.4463 0.0822
0.5 0.5 0.3 0.07 0.4395 0.0789
0.5 0.5 0.3 0.08 0.4474 0.0756
0.5 0.5 0.3 0.09 0.4401 0.0732
0.5 0.5 0.3 0.1 0.4345 0.07
0.5 0.5 0.3 0.11 0.4269 0.0639
0.5 0.5 0.3 0.12 0.4278 0.0593
0.5 0.5 0.3 0.13 0.4227 0.0579
0.5 0.5 0.3 0.14 0.4198 0.0517
0.5 0.5 0.3 0.15 0.4231 0.0499
0.5 0.5 0.3 0.16 0.4101 0.046
0.5 0.5 0.3 0.17 0.4233 0.0517
0.5 0.5 0.3 0.18 0.4137 0.0454
0.5 0.5 0.3 0.19 0.4076 0.0453
0.5 0.5 0.3 0.2 0.4053 0.0424
0.5 0.5 0.3 0.21 0.4058 0.0389
0.5 0.5 0.3 0.22 0.3975 0.0392
0.5 0.5 0.3 0.23 0.3939 0.0333
0.5 0.5 0.3 0.24 0.3961 0.033
0.5 0.5 0.3 0.25 0.3937 0.0348
0.5 0.5 0.3 0.26 0.4066 0.0331
0.5 0.5 0.3 0.27 0.3919 0.0302
0.5 0.5 0.3 0.28 0.3963 0.0281
0.5 0.5 0.3 0.29 0.3999 0.0291
0.5 0.5 0.3 0.3 0.3861 0.0268
0.5 0.5 0.3 0.31 0.3837 0.0244
0.5 0.5 0.3 0.32 0.3818 0.0234
0.5 0.5 0.3 0.33 0.3888 0.0221
0.5 0.5 0.3 0.34 0.388 0.0236
0.5 0.5 0.3 0.35 0.3908 0.0217
0.5 0.5 0.3 0.36 0.3831 0.0176
0.5 0.5 0.3 0.37 0.3825 0.02
0.5 0.5 0.3 0.38 0.3822 0.0171
0.5 0.5 0.3 0.39 0.3722 0.0171
0.5 0.5 0.3 0.4 0.3761 0.0148
0.5 0.5 0.3 0.41 0.3805 0.0126
0.5 0.5 0.3 0.42 0.3729 0.0124
0.5 0.5 0.3 0.43 0.3722 0.0134
0.5 0.5 0.3 0.44 0.3774 0.0129
0.5 0.5 0.3 0.45 0.3832 0.0136
0.5 0.5 0.3 0.46 0.3846 0.0113
0.5 0.5 0.3 0.47 0.3768 0.0097
0.5 0.5 0.3 0.48 0.3752 0.0098
0.5 0.5 0.3 0.49 0.3805 0.0087
0.5 0.5 0.3 0.5 0.3764 0.0087
