"hf" "hm" "C" "r" "PrP" "rPrP"
0.5 0.5 0.4 0 0.5122 0.1605
0.5 0.5 0.4 0.01 0.5047 0.1516
0.5 0.5 0.4 0.02 0.4952 0.1447
0.5 0.5 0.4 0.03 0.4901 0.1343
0.5 0.5 0.4 0.04 0.4856 0.1255
0.5 0.5 0.4 0.05 0.4662 0.1214
0.5 0.5 0.4 0.06 0.4593 0.1199
0.5 0.5 0.4 0.07 0.4533 0.1089
0.5 0.5 0.4 0.08 0.4472 0.0931
0.5 0.5 0.4 0.09 0.4474 0.1023
0.5 0.5 0.4 0.1 0.4451 0.0951
0.5 0.5 0.4 0.11 0.4512 0.0894
0.5 0.5 0.4 0.12 0.4356 0.0862
0.5 0.5 0.4 0.13 0.4333 0.0834
0.5 0.5 0.4 0.14 0.435 0.0812
0.5 0.5 0.4 0.15 0.4356 0.0821
0.5 0.5 0.4 0.16 0.4288 0.0798
0.5 0.5 0.4 0.17 0.4215 0.0783
0.5 0.5 0.4 0.18 0.4213 0.0661
0.5 0.5 0.4 0.19 0.428 0.0734
0.5 0.5 0.4 0.2 0.4178 0.0693
0.5 0.5 0.4 0.21 0.4149 0.0603
0.5 0.5 0.4 0.22 0.4166 0.0666
0.5 0.5 0.4 0.23 0.4173 0.0617
0.5 0.5 0.4 0.24 0.4108 0.0624
0.5 0.5 0.4 0.25 0.4074 0.059
0.5 0.5 0.4 0.26 0.398 0.0594
0.5 0.5 0.4 0.27 0.4092 0.0594
0.5 0.5 0.4 0.28 0.3994 0.0574
0.5 0.5 0.4 0.29 0.4004 0.0553
0.5 0.5 0.4 0.3 0.4022 0.0526
0.5 0.5 0.4 0.31 0.4048 0.0513
0.5 0.5 0.4 0.32 0.4111 0.05
0.5 0.5 0.4 0.33 0.41 0.0518
0.5 0.5 0.4 0.34 0.4016 0.0466
0.5 0.5 0.4 0.35 0.3922 0.0486
0.5 0.5 0.4 0.36 0.3902 0.0497
0.5 0.5 0.4 0.37 0.392 0.045
0.5 0.5 0.4 0.38 0.3864 0.0402
0.5 0.5 0.4 0.39 0.3782 0.0411
0.5 0.5 0.4 0.4 0.3906 0.0417
0.5 0.5 0.4 0.41 0.3854 0.0401
0.5 0.5 0.4 0.42 0.3938 0.0401
0.5 0.5 0.4 0.43 0.3877 0.0352
0.5 0.5 0.4 0.44 0.3889 0.0363
0.5 0.5 0.4 0.45 0.3853 0.0374
0.5 0.5 0.4 0.46 0.3755 0.0368
0.5 0.5 0.4 0.47 0.3922 0.0329
0.5 0.5 0.4 0.48 0.3807 0.0341
0.5 0.5 0.4 0.49 0.3847 0.0326
0.5 0.5 0.4 0.5 0.3766 0.0296
