"hf" "hm" "C" "r" "PrP" "rPrP"
0.25 0.25 0.8 0 0.5287 0.2872
0.25 0.25 0.8 0.01 0.5365 0.2918
0.25 0.25 0.8 0.02 0.531 0.2824
0.25 0.25 0.8 0.03 0.5281 0.2801
0.25 0.25 0.8 0.04 0.5135 0.27
0.25 0.25 0.8 0.05 0.5097 0.2711
0.25 0.25 0.8 0.06 0.5153 0.2641
0.25 0.25 0.8 0.07 0.5109 0.2674
0.25 0.25 0.8 0.08 0.5039 0.2619
0.25 0.25 0.8 0.09 0.5012 0.258
0.25 0.25 0.8 0.1 0.4982 0.2509
0.25 0.25 0.8 0.11 0.4999 0.2571
0.25 0.25 0.8 0.12 0.5008 0.2536
0.25 0.25 0.8 0.13 0.499 0.2553
0.25 0.25 0.8 0.14 0.4919 0.2446
0.25 0.25 0.8 0.15 0.4882 0.2415
0.25 0.25 0.8 0.16 0.4862 0.2427
0.25 0.25 0.8 0.17 0.4888 0.2381
0.25 0.25 0.8 0.18 0.4894 0.2412
0.25 0.25 0.8 0.19 0.4909 0.2418
0.25 0.25 0.8 0.2 0.4816 0.2337
0.25 0.25 0.8 0.21 0.4847 0.2286
0.25 0.25 0.8 0.22 0.4799 0.2336
0.25 0.25 0.8 0.23 0.4895 0.2379
0.25 0.25 0.8 0.24 0.4837 0.2347
0.25 0.25 0.8 0.25 0.4781 0.2332
0.25 0.25 0.8 0.26 0.4748 0.2365
0.25 0.25 0.8 0.27 0.484 0.2355
0.25 0.25 0.8 0.28 0.4774 0.2264
0.25 0.25 0.8 0.29 0.4761 0.2307
0.25 0.25 0.8 0.3 0.4738 0.23
0.25 0.25 0.8 0.31 0.4717 0.226
0.25 0.25 0.8 0.32 0.4703 0.2269
0.25 0.25 0.8 0.33 0.4619 0.2187
0.25 0.25 0.8 0.34 0.4719 0.2274
0.25 0.25 0.8 0.35 0.466 0.2199
0.25 0.25 0.8 0.36 0.4749 0.2196
0.25 0.25 0.8 0.37 0.4624 0.2151
0.25 0.25 0.8 0.38 0.4642 0.2125
0.25 0.25 0.8 0.39 0.4607 0.2177
0.25 0.25 0.8 0.4 0.458 0.2107
0.25 0.25 0.8 0.41 0.4589 0.213
0.25 0.25 0.8 0.42 0.4586 0.2075
0.25 0.25 0.8 0.43 0.4593 0.2066
0.25 0.25 0.8 0.44 0.4583 0.2097
0.25 0.25 0.8 0.45 0.4508 0.2049
0.25 0.25 0.8 0.46 0.4671 0.2062
0.25 0.25 0.8 0.47 0.4507 0.199
0.25 0.25 0.8 0.48 0.459 0.1996
0.25 0.25 0.8 0.49 0.4521 0.2008
0.25 0.25 0.8 0.5 0.451 0.1971
