"hf" "hm" "C" "r" "PrP" "rPrP"
0.5 0.5 0.1 0 0.497466666666667 0.1084
0.5 0.5 0.1 0.01 0.481633333333333 0.0925666666666667
0.5 0.5 0.1 0.02 0.469266666666667 0.0802
0.5 0.5 0.1 0.03 0.460066666666667 0.071
0.5 0.5 0.1 0.04 0.451533333333333 0.0624666666666667
0.5 0.5 0.1 0.05 0.4429 0.0538333333333333
0.5 0.5 0.1 0.06 0.436233333333333 0.0471666666666667
0.5 0.5 0.1 0.07 0.429366666666667 0.0403
0.5 0.5 0.1 0.08 0.423833333333333 0.0347666666666667
0.5 0.5 0.1 0.09 0.419066666666667 0.03
0.5 0.5 0.1 0.1 0.415466666666667 0.0264
0.5 0.5 0.1 0.11 0.411533333333333 0.0224666666666667
0.5 0.5 0.1 0.12 0.407966666666667 0.0189
0.5 0.5 0.1 0.13 0.4043 0.0152333333333333
0.5 0.5 0.1 0.14 0.4021 0.0130333333333333
0.5 0.5 0.1 0.15 0.3996 0.0105333333333333
0.5 0.5 0.1 0.16 0.3973 0.00823333333333333
0.5 0.5 0.1 0.17 0.3958 0.00673333333333333
0.5 0.5 0.1 0.18 0.394733333333333 0.00566666666666667
0.5 0.5 0.1 0.19 0.3938 0.00473333333333333
0.5 0.5 0.1 0.2 0.392766666666667 0.0037
0.5 0.5 0.1 0.21 0.392 0.00293333333333333
0.5 0.5 0.1 0.22 0.391266666666667 0.0022
0.5 0.5 0.1 0.23 0.3907 0.00163333333333333
0.5 0.5 0.1 0.24 0.390033333333333 0.000966666666666667
0.5 0.5 0.1 0.25 0.389833333333333 0.000766666666666667
0.5 0.5 0.1 0.26 0.389466666666667 4e-04
0.5 0.5 0.1 0.27 0.389133333333333 6.66666666666667e-05
0.5 0.5 0.1 0.28 0.389066666666667 0
0.5 0.5 0.1 0.29 0.389066666666667 0
0.5 0.5 0.1 0.3 0.389066666666667 0
0.5 0.5 0.1 0.31 0.389066666666667 0
0.5 0.5 0.1 0.32 0.389066666666667 0
0.5 0.5 0.1 0.33 0.389066666666667 0
0.5 0.5 0.1 0.34 0.389066666666667 0
0.5 0.5 0.1 0.35 0.389066666666667 0
0.5 0.5 0.1 0.36 0.389066666666667 0
0.5 0.5 0.1 0.37 0.389066666666667 0
0.5 0.5 0.1 0.38 0.389066666666667 0
0.5 0.5 0.1 0.39 0.389066666666667 0
0.5 0.5 0.1 0.4 0.389066666666667 0
0.5 0.5 0.1 0.41 0.389066666666667 0
0.5 0.5 0.1 0.42 0.389066666666667 0
0.5 0.5 0.1 0.43 0.389066666666667 0
0.5 0.5 0.1 0.44 0.389066666666667 0
0.5 0.5 0.1 0.45 0.389066666666667 0
0.5 0.5 0.1 0.46 0.389066666666667 0
0.5 0.5 0.1 0.47 0.389066666666667 0
0.5 0.5 0.1 0.48 0.389066666666667 0
0.5 0.5 0.1 0.49 0.389066666666667 0
0.5 0.5 0.1 0.5 0.389066666666667 0
