"hf" "hm" "C" "r" "PrP" "rPrP"
0.25 0.25 0.8 0 0.53478 0.28894
0.25 0.25 0.8 0.01 0.53092 0.28483
0.25 0.25 0.8 0.02 0.52357 0.27836
0.25 0.25 0.8 0.03 0.5201 0.27438
0.25 0.25 0.8 0.04 0.51804 0.27145
0.25 0.25 0.8 0.05 0.51324 0.26683
0.25 0.25 0.8 0.06 0.50795 0.2619
0.25 0.25 0.8 0.07 0.50734 0.26237
0.25 0.25 0.8 0.08 0.506 0.26099
0.25 0.25 0.8 0.09 0.50419 0.25773
0.25 0.25 0.8 0.1 0.49938 0.25485
0.25 0.25 0.8 0.11 0.49891 0.25481
0.25 0.25 0.8 0.12 0.49789 0.25103
0.25 0.25 0.8 0.13 0.49759 0.24987
0.25 0.25 0.8 0.14 0.49259 0.24831
0.25 0.25 0.8 0.15 0.4934 0.24778
0.25 0.25 0.8 0.16 0.48983 0.24467
0.25 0.25 0.8 0.17 0.49045 0.24304
0.25 0.25 0.8 0.18 0.4887 0.2419
0.25 0.25 0.8 0.19 0.48841 0.24072
0.25 0.25 0.8 0.2 0.48735 0.24046
0.25 0.25 0.8 0.21 0.48489 0.23711
0.25 0.25 0.8 0.22 0.48063 0.23357
0.25 0.25 0.8 0.23 0.47933 0.23501
0.25 0.25 0.8 0.24 0.4784 0.23155
0.25 0.25 0.8 0.25 0.47749 0.23153
0.25 0.25 0.8 0.26 0.47799 0.23213
0.25 0.25 0.8 0.27 0.47524 0.22949
0.25 0.25 0.8 0.28 0.47807 0.22814
0.25 0.25 0.8 0.29 0.47401 0.22623
0.25 0.25 0.8 0.3 0.47175 0.22495
0.25 0.25 0.8 0.31 0.46814 0.22108
0.25 0.25 0.8 0.32 0.4707 0.22251
0.25 0.25 0.8 0.33 0.47018 0.22064
0.25 0.25 0.8 0.34 0.46907 0.21751
0.25 0.25 0.8 0.35 0.4672 0.21961
0.25 0.25 0.8 0.36 0.46884 0.21981
0.25 0.25 0.8 0.37 0.46604 0.21707
0.25 0.25 0.8 0.38 0.46391 0.21445
0.25 0.25 0.8 0.39 0.46446 0.21426
0.25 0.25 0.8 0.4 0.45985 0.21375
0.25 0.25 0.8 0.41 0.46329 0.21285
0.25 0.25 0.8 0.42 0.46223 0.21357
0.25 0.25 0.8 0.43 0.45663 0.20707
0.25 0.25 0.8 0.44 0.45523 0.20478
0.25 0.25 0.8 0.45 0.45683 0.20609
0.25 0.25 0.8 0.46 0.45263 0.2031
0.25 0.25 0.8 0.47 0.45451 0.20647
0.25 0.25 0.8 0.48 0.45266 0.2032
0.25 0.25 0.8 0.49 0.45248 0.20271
0.25 0.25 0.8 0.5 0.45151 0.19976
