"hf" "hm" "C" "r" "PrP" "rPrP"
0.25 0.25 0.5 0 0.62893 0.1456
0.25 0.25 0.5 0.01 0.61723 0.13391
0.25 0.25 0.5 0.02 0.60815 0.12586
0.25 0.25 0.5 0.03 0.60268 0.1178
0.25 0.25 0.5 0.04 0.59265 0.1098
0.25 0.25 0.5 0.05 0.58944 0.10379
0.25 0.25 0.5 0.06 0.58192 0.09922
0.25 0.25 0.5 0.07 0.57856 0.09427
0.25 0.25 0.5 0.08 0.57349 0.09142
0.25 0.25 0.5 0.09 0.5701 0.08654
0.25 0.25 0.5 0.1 0.56424 0.08346
0.25 0.25 0.5 0.11 0.56455 0.08017
0.25 0.25 0.5 0.12 0.56276 0.07618
0.25 0.25 0.5 0.13 0.55876 0.07427
0.25 0.25 0.5 0.14 0.55288 0.07225
0.25 0.25 0.5 0.15 0.5535 0.0695
0.25 0.25 0.5 0.16 0.55185 0.06754
0.25 0.25 0.5 0.17 0.54744 0.06585
0.25 0.25 0.5 0.18 0.546 0.06253
0.25 0.25 0.5 0.19 0.5465 0.05959
0.25 0.25 0.5 0.2 0.54243 0.05806
0.25 0.25 0.5 0.21 0.54039 0.05666
0.25 0.25 0.5 0.22 0.53789 0.05406
0.25 0.25 0.5 0.23 0.53474 0.05215
0.25 0.25 0.5 0.24 0.53341 0.04985
0.25 0.25 0.5 0.25 0.53181 0.04906
0.25 0.25 0.5 0.26 0.53064 0.047
0.25 0.25 0.5 0.27 0.53017 0.04549
0.25 0.25 0.5 0.28 0.52515 0.04345
0.25 0.25 0.5 0.29 0.52601 0.04193
0.25 0.25 0.5 0.3 0.5248 0.04027
0.25 0.25 0.5 0.31 0.52499 0.03963
0.25 0.25 0.5 0.32 0.52485 0.03766
0.25 0.25 0.5 0.33 0.52137 0.03658
0.25 0.25 0.5 0.34 0.51902 0.03456
0.25 0.25 0.5 0.35 0.51691 0.03275
0.25 0.25 0.5 0.36 0.51621 0.03218
0.25 0.25 0.5 0.37 0.51266 0.03111
0.25 0.25 0.5 0.38 0.51054 0.03011
0.25 0.25 0.5 0.39 0.51076 0.02896
0.25 0.25 0.5 0.4 0.50901 0.02689
0.25 0.25 0.5 0.41 0.50996 0.02595
0.25 0.25 0.5 0.42 0.50891 0.02558
0.25 0.25 0.5 0.43 0.50753 0.02351
0.25 0.25 0.5 0.44 0.50459 0.02373
0.25 0.25 0.5 0.45 0.50968 0.02249
0.25 0.25 0.5 0.46 0.50747 0.02078
0.25 0.25 0.5 0.47 0.50803 0.02113
0.25 0.25 0.5 0.48 0.50651 0.01889
0.25 0.25 0.5 0.49 0.50173 0.01885
0.25 0.25 0.5 0.5 0.50215 0.0185
