"hf" "hm" "C" "r" "PrP" "rPrP"
0.25 0.25 0.4 0 0.667 0.1182
0.25 0.25 0.4 0.01 0.6519 0.105
0.25 0.25 0.4 0.02 0.6441 0.0871
0.25 0.25 0.4 0.03 0.6274 0.0812
0.25 0.25 0.4 0.04 0.6275 0.0776
0.25 0.25 0.4 0.05 0.6256 0.0739
0.25 0.25 0.4 0.06 0.6088 0.0617
0.25 0.25 0.4 0.07 0.605 0.0594
0.25 0.25 0.4 0.08 0.5944 0.0536
0.25 0.25 0.4 0.09 0.6083 0.047
0.25 0.25 0.4 0.1 0.5996 0.0461
0.25 0.25 0.4 0.11 0.5938 0.0421
0.25 0.25 0.4 0.12 0.5853 0.0402
0.25 0.25 0.4 0.13 0.5827 0.0418
0.25 0.25 0.4 0.14 0.585 0.0394
0.25 0.25 0.4 0.15 0.584 0.0365
0.25 0.25 0.4 0.16 0.5879 0.034
0.25 0.25 0.4 0.17 0.5741 0.0305
0.25 0.25 0.4 0.18 0.5678 0.0265
0.25 0.25 0.4 0.19 0.5717 0.0275
0.25 0.25 0.4 0.2 0.575 0.0262
0.25 0.25 0.4 0.21 0.5699 0.0248
0.25 0.25 0.4 0.22 0.5785 0.023
0.25 0.25 0.4 0.23 0.5664 0.0223
0.25 0.25 0.4 0.24 0.5713 0.0165
0.25 0.25 0.4 0.25 0.5662 0.0174
0.25 0.25 0.4 0.26 0.5648 0.0143
0.25 0.25 0.4 0.27 0.5637 0.015
0.25 0.25 0.4 0.28 0.5667 0.0118
0.25 0.25 0.4 0.29 0.5529 0.012
0.25 0.25 0.4 0.3 0.5554 0.0117
0.25 0.25 0.4 0.31 0.5615 0.0115
0.25 0.25 0.4 0.32 0.5585 0.0087
0.25 0.25 0.4 0.33 0.5516 0.008
0.25 0.25 0.4 0.34 0.5415 0.0071
0.25 0.25 0.4 0.35 0.549 0.0075
0.25 0.25 0.4 0.36 0.5529 0.0057
0.25 0.25 0.4 0.37 0.5562 0.0042
0.25 0.25 0.4 0.38 0.5565 0.0048
0.25 0.25 0.4 0.39 0.5463 0.005
0.25 0.25 0.4 0.4 0.5602 0.004
0.25 0.25 0.4 0.41 0.5418 0.0027
0.25 0.25 0.4 0.42 0.5478 0.003
0.25 0.25 0.4 0.43 0.5451 0.0018
0.25 0.25 0.4 0.44 0.5461 0.0022
0.25 0.25 0.4 0.45 0.5513 0.0013
0.25 0.25 0.4 0.46 0.5506 0.0011
0.25 0.25 0.4 0.47 0.5506 6e-04
0.25 0.25 0.4 0.48 0.5496 9e-04
0.25 0.25 0.4 0.49 0.5458 9e-04
0.25 0.25 0.4 0.5 0.5492 1e-04
