"hf" "hm" "C" "r" "PrP" "rPrP"
0.25 0.25 0 0 0.7623 0.0307
0.25 0.25 0 0.01 0.7463 0.0181
0.25 0.25 0 0.02 0.7326 0.0112
0.25 0.25 0 0.03 0.7355 0.006
0.25 0.25 0 0.04 0.7303 0.0031
0.25 0.25 0 0.05 0.7213 7e-04
0.25 0.25 0 0.06 0.7245 0
0.25 0.25 0 0.07 0.7185 0
0.25 0.25 0 0.08 0.7227 0
0.25 0.25 0 0.09 0.7278 0
0.25 0.25 0 0.1 0.7261 0
0.25 0.25 0 0.11 0.7227 0
0.25 0.25 0 0.12 0.7173 0
0.25 0.25 0 0.13 0.7239 0
0.25 0.25 0 0.14 0.7218 0
0.25 0.25 0 0.15 0.7276 0
0.25 0.25 0 0.16 0.7336 0
0.25 0.25 0 0.17 0.729 0
0.25 0.25 0 0.18 0.7258 0
0.25 0.25 0 0.19 0.7233 0
0.25 0.25 0 0.2 0.7318 0
0.25 0.25 0 0.21 0.7273 0
0.25 0.25 0 0.22 0.7333 0
0.25 0.25 0 0.23 0.7229 0
0.25 0.25 0 0.24 0.7271 0
0.25 0.25 0 0.25 0.7222 0
0.25 0.25 0 0.26 0.7293 0
0.25 0.25 0 0.27 0.7279 0
0.25 0.25 0 0.28 0.7265 0
0.25 0.25 0 0.29 0.7268 0
0.25 0.25 0 0.3 0.7289 0
0.25 0.25 0 0.31 0.7351 0
0.25 0.25 0 0.32 0.7236 0
0.25 0.25 0 0.33 0.724 0
0.25 0.25 0 0.34 0.7324 0
0.25 0.25 0 0.35 0.7214 0
0.25 0.25 0 0.36 0.7268 0
0.25 0.25 0 0.37 0.7265 0
0.25 0.25 0 0.38 0.7244 0
0.25 0.25 0 0.39 0.7281 0
0.25 0.25 0 0.4 0.7296 0
0.25 0.25 0 0.41 0.7219 0
0.25 0.25 0 0.42 0.7288 0
0.25 0.25 0 0.43 0.7304 0
0.25 0.25 0 0.44 0.7201 0
0.25 0.25 0 0.45 0.7258 0
0.25 0.25 0 0.46 0.728 0
0.25 0.25 0 0.47 0.7195 0
0.25 0.25 0 0.48 0.7243 0
0.25 0.25 0 0.49 0.7301 0
0.25 0.25 0 0.5 0.727 0
